variant,cell,loss%,final_mean,final_p10,day1_money,day1_income,income_total,rent_total,upg_total,cards,deaths
G050x,P2_zayif_hic,21.3,465,121,626,33,3150,2928,0,0,"{'bankrupt@16': 20, 'bankrupt@12': 42, 'bankrupt@8': 2}"
G050x,P2_zayif_acgozlu,91.7,699,519,433,32,2435,665,1397,12.2,"{'bankrupt@12': 235, 'bankrupt@16': 40}"
G050x,P2_zayif_mantikli,87.7,730,386,433,32,2609,838,1344,11,"{'bankrupt@12': 192, 'bankrupt@16': 71}"
G050x,P2_zayif_secici,16.7,519,88,482,33,3476,2247,864,4.2,"{'bankrupt@12': 27, 'bankrupt@16': 23}"
G050x,P2_orta_hic,0.0,3392,2617,686,95,6370,3489,0,0,{}
G050x,P2_orta_acgozlu,1.7,2035,622,489,89,8354,2621,4119,22.9,{'bankrupt@12': 5}
G050x,P2_orta_mantikli,1.3,2130,839,489,89,8681,2853,4066,22.4,{'bankrupt@12': 4}
G050x,P2_orta_secici,0.0,3450,2259,542,95,8584,3163,1965,6.5,{}
G050x,P2_iyi_hic,0.0,6671,5631,746,150,9304,3489,0,0,{}
G050x,P2_iyi_acgozlu,0.0,8045,5954,547,143,14423,2783,4387,23.7,{}
G050x,P2_iyi_mantikli,0.0,8278,6196,547,143,14846,2947,4397,23.8,{}
G050x,P2_iyi_secici,0.0,8913,7305,602,150,14032,3198,2065,6.8,{}
G050x,P3_zayif_hic,45.3,901,199,796,86,4683,4157,0,0,"{'bankrupt@16': 31, 'bankrupt@12': 98, 'bankrupt@8': 7}"
G050x,P3_zayif_acgozlu,97.3,1247,1004,607,86,3840,912,2128,13.1,"{'bankrupt@12': 263, 'bankrupt@16': 29}"
G050x,P3_zayif_mantikli,93.0,1176,837,796,86,3247,1080,1479,9.1,"{'bankrupt@12': 143, 'bankrupt@16': 16, 'bankrupt@8': 120}"
G050x,P3_zayif_secici,45.7,1074,248,796,86,4953,3102,1066,3.8,"{'bankrupt@16': 21, 'bankrupt@12': 62, 'bankrupt@8': 54}"
G050x,P3_orta_hic,0.0,4475,3459,862,150,9982,6120,0,0,{}
G050x,P3_orta_acgozlu,2.3,4037,1594,673,150,13410,4302,5574,23.3,{'bankrupt@12': 7}
G050x,P3_orta_mantikli,3.3,3578,1729,862,150,13176,4852,5253,22.2,"{'bankrupt@12': 3, 'bankrupt@8': 7}"
G050x,P3_orta_secici,0.0,5201,3352,862,150,13329,5633,2542,6.5,{}
G050x,P3_iyi_hic,0.0,7747,6381,926,210,12860,6120,0,0,{}
G050x,P3_iyi_acgozlu,0.0,10722,7994,737,210,20551,4913,5829,23.9,{}
G050x,P3_iyi_mantikli,0.0,10655,8092,926,210,20690,5144,5809,23.8,{}
G050x,P3_iyi_secici,0.0,10891,8862,926,210,18958,5472,2762,6.8,{}
G050x,P4_zayif_hic,61.0,1420,339,937,83,5713,4818,0,0,"{'bankrupt@12': 136, 'bankrupt@16': 16, 'bankrupt@8': 31}"
G050x,P4_zayif_acgozlu,94.3,1754,1416,712,83,5149,1340,2621,13.0,"{'bankrupt@12': 266, 'bankrupt@16': 17}"
G050x,P4_zayif_mantikli,95.7,1559,1188,937,83,3528,1393,1238,6.8,"{'bankrupt@8': 208, 'bankrupt@12': 77, 'bankrupt@16': 2}"
G050x,P4_zayif_secici,66.3,1511,411,937,83,5498,3633,866,3.0,"{'bankrupt@8': 117, 'bankrupt@12': 67, 'bankrupt@16': 15}"
G050x,P4_orta_hic,0.0,4575,3126,1095,243,12533,8742,0,0,{}
G050x,P4_orta_acgozlu,6.7,4866,1891,870,243,16394,5691,6528,23.0,{'bankrupt@12': 20}
G050x,P4_orta_mantikli,7.3,4232,1587,1095,243,16044,6504,5979,21.5,"{'bankrupt@8': 12, 'bankrupt@12': 10}"
G050x,P4_orta_secici,0.0,5916,3488,1095,243,16702,8029,3002,6.4,{}
G050x,P4_iyi_hic,0.0,8558,6937,1091,230,16136,8750,0,0,{}
G050x,P4_iyi_acgozlu,0.0,11825,8465,866,230,24733,7130,6875,23.8,{}
G050x,P4_iyi_mantikli,0.0,11765,8065,1091,230,24885,7289,6931,23.8,{}
G050x,P4_iyi_secici,0.0,12223,9724,1091,230,22920,7734,3323,6.9,{}
G075x,P1_zayif_hic,19.7,218,49,516,20,1288,1350,0,0,"{'bankrupt@16': 48, 'bankrupt@12': 11}"
G075x,P1_zayif_acgozlu,45.3,256,35,339,23,1284,772,557,8.9,"{'bankrupt@12': 54, 'bankrupt@16': 82}"
G075x,P1_zayif_mantikli,70.3,309,37,249,23,1173,579,589,7.8,"{'bankrupt@12': 88, 'bankrupt@16': 123}"
G075x,P1_zayif_secici,10.7,200,38,426,20,1423,1105,356,3.2,"{'bankrupt@12': 7, 'bankrupt@16': 25}"
G075x,P1_orta_hic,0.0,1131,679,532,34,2268,1556,0,0,{}
G075x,P1_orta_acgozlu,3.7,259,91,355,38,2622,1320,1464,16.8,"{'bankrupt@12': 8, 'bankrupt@16': 3}"
G075x,P1_orta_mantikli,8.0,268,62,265,38,2618,1239,1510,16.4,"{'bankrupt@16': 5, 'bankrupt@12': 19}"
G075x,P1_orta_secici,0.0,704,242,442,34,2943,1475,991,5.8,{}
G075x,P1_iyi_hic,0.0,2474,1852,552,53,3413,1557,0,0,{}
G075x,P1_iyi_acgozlu,0.3,1036,380,312,46,4328,1378,2547,22.5,{'bankrupt@12': 1}
G075x,P1_iyi_mantikli,0.0,1279,472,253,46,4605,1380,2573,22.5,{}
G075x,P1_iyi_secici,0.0,2567,1774,433,55,4989,1386,1307,6.8,{}
G075x,P2_zayif_hic,21.3,465,121,626,33,3150,2928,0,0,"{'bankrupt@16': 20, 'bankrupt@12': 42, 'bankrupt@8': 2}"
G075x,P2_zayif_acgozlu,30.7,436,33,482,33,3222,2019,1012,9.1,"{'bankrupt@16': 41, 'bankrupt@12': 51}"
G075x,P2_zayif_mantikli,47.7,573,49,482,33,3125,1719,1100,8.9,"{'bankrupt@16': 69, 'bankrupt@12': 74}"
G075x,P2_zayif_secici,8.7,391,68,482,33,3457,2590,676,3.7,"{'bankrupt@12': 16, 'bankrupt@16': 10}"
G075x,P2_orta_hic,0.0,3392,2617,686,95,6370,3489,0,0,{}
G075x,P2_orta_acgozlu,0.0,1568,610,542,95,7785,3193,3475,20.7,{}
G075x,P2_orta_mantikli,0.0,1842,715,542,95,8199,3171,3596,20.7,{}
G075x,P2_orta_secici,0.0,3447,2366,542,95,8541,3238,1919,6.4,{}
G075x,P2_iyi_hic,0.0,6671,5631,746,150,9304,3489,0,0,{}
G075x,P2_iyi_acgozlu,0.0,7606,5620,602,150,14195,2947,4427,23.8,{}
G075x,P2_iyi_mantikli,0.0,7758,5703,602,150,14384,3042,4356,23.6,{}
G075x,P2_iyi_secici,0.0,8831,7292,602,150,13893,3163,2092,6.8,{}
G075x,P3_zayif_hic,45.3,901,199,796,86,4683,4157,0,0,"{'bankrupt@16': 31, 'bankrupt@12': 98, 'bankrupt@8': 7}"
G075x,P3_zayif_acgozlu,38.3,879,84,607,86,5180,3202,1439,9.1,"{'bankrupt@12': 66, 'bankrupt@16': 49}"
G075x,P3_zayif_mantikli,76.7,1080,247,796,86,3469,2075,784,5.8,"{'bankrupt@8': 139, 'bankrupt@12': 79, 'bankrupt@16': 12}"
G075x,P3_zayif_secici,57.7,960,157,796,86,4373,3355,447,2.4,"{'bankrupt@8': 60, 'bankrupt@12': 89, 'bankrupt@16': 24}"
G075x,P3_orta_hic,0.0,4475,3459,862,150,9982,6120,0,0,{}
G075x,P3_orta_acgozlu,0.0,2607,1099,673,150,12066,5564,4442,19.9,{}
G075x,P3_orta_mantikli,0.3,3015,1547,862,150,12811,5624,4660,20.5,{'bankrupt@8': 1}
G075x,P3_orta_secici,0.0,5062,3418,862,150,13151,5750,2475,6.4,{}
G075x,P3_iyi_hic,0.0,7747,6381,926,210,12860,6120,0,0,{}
G075x,P3_iyi_acgozlu,0.0,9560,6930,737,210,19714,5245,5833,23.8,{}
G075x,P3_iyi_mantikli,0.0,10074,7423,926,210,20282,5274,5846,23.8,{}
G075x,P3_iyi_secici,0.0,10818,8505,926,210,18793,5451,2774,6.8,{}
G075x,P4_zayif_hic,61.0,1420,339,937,83,5713,4818,0,0,"{'bankrupt@12': 136, 'bankrupt@16': 16, 'bankrupt@8': 31}"
G075x,P4_zayif_acgozlu,35.3,1161,170,712,83,7304,4625,1951,9.3,"{'bankrupt@12': 68, 'bankrupt@16': 38}"
G075x,P4_zayif_mantikli,87.0,1585,659,937,83,4157,2564,638,4.0,"{'bankrupt@8': 171, 'bankrupt@12': 75, 'bankrupt@16': 15}"
G075x,P4_zayif_secici,75.7,1490,317,937,83,4934,3651,375,1.9,"{'bankrupt@8': 101, 'bankrupt@12': 114, 'bankrupt@16': 12}"
G075x,P4_orta_hic,0.0,4575,3126,1095,243,12533,8742,0,0,{}
G075x,P4_orta_acgozlu,0.3,2808,1100,870,243,14587,7816,4702,18.2,{'bankrupt@12': 1}
G075x,P4_orta_mantikli,2.3,3338,1270,1095,243,15456,7850,4978,19.0,"{'bankrupt@8': 4, 'bankrupt@12': 3}"
G075x,P4_orta_secici,0.3,5400,2953,1095,243,16086,8307,2724,6.0,{'bankrupt@12': 1}
G075x,P4_iyi_hic,0.0,8558,6937,1091,230,16136,8750,0,0,{}
G075x,P4_iyi_acgozlu,0.0,9495,6048,866,230,22822,7692,6757,23.5,{}
G075x,P4_iyi_mantikli,0.0,10640,7082,1091,230,24056,7635,6877,23.6,{}
G075x,P4_iyi_secici,0.0,12205,9900,1091,230,22972,7909,3287,6.8,{}
G100x,P1_zayif_hic,19.7,218,49,516,20,1288,1350,0,0,"{'bankrupt@16': 48, 'bankrupt@12': 11}"
G100x,P1_zayif_acgozlu,10.7,190,49,339,23,1318,1041,367,6.4,"{'bankrupt@12': 11, 'bankrupt@16': 21}"
G100x,P1_zayif_mantikli,10.3,183,38,339,23,1325,1043,387,6.3,"{'bankrupt@12': 10, 'bankrupt@16': 21}"
G100x,P1_zayif_secici,3.3,205,44,426,20,1390,1204,242,2.7,{'bankrupt@16': 10}
G100x,P1_orta_hic,0.0,1131,679,532,34,2268,1556,0,0,{}
G100x,P1_orta_acgozlu,0.0,306,108,355,38,2502,1492,1115,14.0,{}
G100x,P1_orta_mantikli,0.0,290,116,355,38,2573,1488,1189,13.8,{}
G100x,P1_orta_secici,0.0,697,313,442,34,2835,1510,890,5.4,{}
G100x,P1_iyi_hic,0.0,2474,1852,552,53,3413,1557,0,0,{}
G100x,P1_iyi_acgozlu,0.0,999,438,364,46,4198,1444,2390,21.7,{}
G100x,P1_iyi_mantikli,0.0,1244,531,343,46,4530,1450,2464,21.8,{}
G100x,P1_iyi_secici,0.0,2572,1768,462,53,4945,1400,1294,6.8,{}
G100x,P2_zayif_hic,21.3,465,121,626,33,3150,2928,0,0,"{'bankrupt@16': 20, 'bankrupt@12': 42, 'bankrupt@8': 2}"
G100x,P2_zayif_acgozlu,1.0,342,86,482,33,3423,2842,469,3.9,"{'bankrupt@12': 1, 'bankrupt@16': 2}"
G100x,P2_zayif_mantikli,2.7,350,107,482,33,3377,2765,492,3.8,"{'bankrupt@16': 7, 'bankrupt@12': 1}"
G100x,P2_zayif_secici,1.3,438,152,482,33,3404,2798,391,2.5,{'bankrupt@16': 4}
G100x,P2_orta_hic,0.0,3392,2617,686,95,6370,3489,0,0,{}
G100x,P2_orta_acgozlu,0.0,1555,735,542,95,7362,3307,2955,18.1,{}
G100x,P2_orta_mantikli,0.0,1817,908,542,95,7736,3319,3054,18.3,{}
G100x,P2_orta_secici,0.0,3253,2115,542,95,8168,3329,1766,6.2,{}
G100x,P2_iyi_hic,0.0,6671,5631,746,150,9304,3489,0,0,{}
G100x,P2_iyi_acgozlu,0.0,7427,5259,602,150,14052,3007,4406,23.8,{}
G100x,P2_iyi_mantikli,0.0,7328,5211,602,150,14052,3025,4466,23.8,{}
G100x,P2_iyi_secici,0.0,8718,7080,602,150,13699,3122,2106,6.8,{}
G100x,P3_zayif_hic,45.3,901,199,796,86,4683,4157,0,0,"{'bankrupt@16': 31, 'bankrupt@12': 98, 'bankrupt@8': 7}"
G100x,P3_zayif_acgozlu,1.7,649,167,607,86,5569,4573,663,3.7,"{'bankrupt@16': 4, 'bankrupt@12': 1}"
G100x,P3_zayif_mantikli,55.7,937,267,796,86,4440,3682,216,1.6,"{'bankrupt@12': 131, 'bankrupt@16': 22, 'bankrupt@8': 14}"
G100x,P3_zayif_secici,53.7,943,223,796,86,4487,3771,165,1.1,"{'bankrupt@12': 127, 'bankrupt@16': 21, 'bankrupt@8': 13}"
G100x,P3_orta_hic,0.0,4475,3459,862,150,9982,6120,0,0,{}
G100x,P3_orta_acgozlu,0.0,2581,1404,673,150,11353,5893,3463,16.4,{}
G100x,P3_orta_mantikli,0.3,3104,1515,862,150,12263,5823,3877,18.1,{'bankrupt@12': 1}
G100x,P3_orta_secici,0.0,4654,2782,862,150,12524,5947,2184,5.9,{}
G100x,P3_iyi_hic,0.0,7747,6381,926,210,12860,6120,0,0,{}
G100x,P3_iyi_acgozlu,0.0,8658,5846,737,210,18762,5396,5647,23.4,{}
G100x,P3_iyi_mantikli,0.0,9448,6487,926,210,19666,5376,5770,23.6,{}
G100x,P3_iyi_secici,0.0,10672,8646,926,210,18592,5505,2741,6.8,{}
G100x,P4_zayif_hic,61.0,1420,339,937,83,5713,4818,0,0,"{'bankrupt@12': 136, 'bankrupt@16': 16, 'bankrupt@8': 31}"
G100x,P4_zayif_acgozlu,2.7,961,312,712,83,7720,6174,987,4.3,"{'bankrupt@16': 5, 'bankrupt@12': 3}"
G100x,P4_zayif_mantikli,62.7,1383,322,937,83,5664,4669,148,0.7,"{'bankrupt@12': 142, 'bankrupt@16': 13, 'bankrupt@8': 33}"
G100x,P4_zayif_secici,62.0,1389,332,937,83,5705,4727,117,0.6,"{'bankrupt@12': 138, 'bankrupt@16': 15, 'bankrupt@8': 33}"
G100x,P4_orta_hic,0.0,4575,3126,1095,243,12533,8742,0,0,{}
G100x,P4_orta_acgozlu,0.0,2539,1392,870,243,13452,8550,3138,13.0,{}
G100x,P4_orta_mantikli,0.0,2992,1548,1095,243,14226,8495,3487,14.6,{}
G100x,P4_orta_secici,0.0,4538,2261,1095,243,14818,8637,2188,5.2,{}
G100x,P4_iyi_hic,0.0,8558,6937,1091,230,16136,8750,0,0,{}
G100x,P4_iyi_acgozlu,0.0,8163,5101,866,230,21087,8006,6071,21.5,{}
G100x,P4_iyi_mantikli,0.0,9283,6468,1091,230,22657,7969,6526,22.8,{}
G100x,P4_iyi_secici,0.0,11135,8864,1091,230,21742,8026,3159,6.7,{}
