variant,cell,loss%,final_mean,final_p10,day1_money,day1_income,income_total,rent_total,upg_total,cards,deaths
G100,P3_iyi_hic,0.0,7747,6381,926,210,12860,6120,0,0,{}
G100,P3_iyi_acgozlu,0.0,9013,5872,926,210,19177,5339,5753,23.7,{}
G100,P3_iyi_mantikli,0.0,9571,6943,926,210,19786,5354,5780,23.7,{}
G100,P4_zayif_hic,61.0,1420,339,937,83,5713,4818,0,0,"{'bankrupt@12': 136, 'bankrupt@16': 16, 'bankrupt@8': 31}"
G100,P4_zayif_acgozlu,61.7,1410,404,937,83,5767,4757,134,0.8,"{'bankrupt@12': 137, 'bankrupt@16': 16, 'bankrupt@8': 32}"
G100,P4_zayif_mantikli,63.0,1386,314,937,83,5652,4659,144,0.7,"{'bankrupt@12': 143, 'bankrupt@16': 13, 'bankrupt@8': 33}"
G100,P4_orta_hic,0.0,4575,3126,1095,243,12533,8742,0,0,{}
G100,P4_orta_acgozlu,0.3,2582,1462,1095,243,13684,8514,3350,14.0,{'bankrupt@12': 1}
G100,P4_orta_mantikli,0.3,3196,1602,1095,243,14486,8460,3556,14.4,{'bankrupt@12': 1}
G100,P4_iyi_hic,0.0,8558,6937,1091,230,16136,8750,0,0,{}
G100,P4_iyi_acgozlu,0.0,8476,4836,1091,230,21613,7933,6332,22.5,{}
G100,P4_iyi_mantikli,0.0,9751,7001,1091,230,23130,7913,6582,22.9,{}
K1,P1_zayif_hic,19.7,218,49,516,20,1288,1350,0,0,"{'bankrupt@16': 48, 'bankrupt@12': 11}"
K1,P1_zayif_acgozlu,100.0,220,116,219,23,829,122,838,12.0,"{'bankrupt@12': 291, 'bankrupt@16': 9}"
K1,P1_zayif_mantikli,91.7,314,223,219,23,971,318,681,8.9,"{'bankrupt@12': 204, 'bankrupt@16': 71}"
K1,P1_orta_hic,0.0,1131,679,532,34,2268,1556,0,0,{}
K1,P1_orta_acgozlu,54.3,272,82,235,38,2385,584,1930,19.7,"{'bankrupt@12': 123, 'bankrupt@16': 40}"
K1,P1_orta_mantikli,14.3,289,63,235,38,2679,1073,1715,17.7,"{'bankrupt@16': 15, 'bankrupt@12': 28}"
K1,P1_iyi_hic,0.0,2474,1852,552,53,3413,1557,0,0,{}
K1,P1_iyi_acgozlu,8.7,1687,332,244,46,4686,931,2705,23.4,"{'bankrupt@12': 25, 'bankrupt@16': 1}"
K1,P1_iyi_mantikli,0.7,1504,466,244,46,4831,1292,2662,23.1,{'bankrupt@12': 2}
K1,P2_zayif_hic,21.3,465,121,626,33,3150,2928,0,0,"{'bankrupt@16': 20, 'bankrupt@12': 42, 'bankrupt@8': 2}"
K1,P2_zayif_acgozlu,99.7,546,367,385,32,2191,324,1685,13.8,"{'bankrupt@12': 294, 'bankrupt@16': 5}"
K1,P2_zayif_mantikli,93.0,637,413,529,32,1786,726,824,7.4,"{'bankrupt@12': 76, 'bankrupt@8': 183, 'bankrupt@16': 20}"
K1,P2_orta_hic,0.0,3392,2617,686,95,6370,3489,0,0,{}
K1,P2_orta_acgozlu,17.7,2120,573,441,89,8054,1827,4537,22.9,"{'bankrupt@12': 51, 'bankrupt@16': 2}"
K1,P2_orta_mantikli,3.3,1678,647,585,89,8334,2851,4201,21.8,"{'bankrupt@8': 8, 'bankrupt@12': 2}"
K1,P2_iyi_hic,0.0,6671,5631,746,150,9304,3489,0,0,{}
K1,P2_iyi_acgozlu,0.0,8030,6172,499,143,14680,2553,4883,23.8,{}
K1,P2_iyi_mantikli,0.0,7408,5363,643,143,14451,2942,4873,23.8,{}
K1,P3_zayif_hic,45.3,901,199,796,86,4683,4157,0,0,"{'bankrupt@16': 31, 'bankrupt@12': 98, 'bankrupt@8': 7}"
K1,P3_zayif_acgozlu,100.0,928,630,477,83,3402,495,2435,14.5,"{'bankrupt@12': 298, 'bankrupt@16': 2}"
K1,P3_zayif_mantikli,96.0,1114,835,796,86,2753,1082,1081,7.1,"{'bankrupt@12': 74, 'bankrupt@8': 201, 'bankrupt@16': 13}"
K1,P3_orta_hic,0.0,4475,3459,862,150,9982,6120,0,0,{}
K1,P3_orta_acgozlu,14.3,3977,1210,541,145,12948,3042,6425,23.3,{'bankrupt@12': 43}
K1,P3_orta_mantikli,6.0,2686,1154,862,150,12455,4890,5407,21.0,"{'bankrupt@8': 11, 'bankrupt@12': 7}"
K1,P3_iyi_hic,0.0,7747,6381,926,210,12860,6120,0,0,{}
K1,P3_iyi_acgozlu,0.0,10667,8084,610,209,20542,4220,6591,23.7,{}
K1,P3_iyi_mantikli,0.0,8811,6225,926,210,19792,5228,6680,23.8,{}
K1,P4_zayif_hic,61.0,1420,339,937,83,5713,4818,0,0,"{'bankrupt@12': 136, 'bankrupt@16': 16, 'bankrupt@8': 31}"
K1,P4_zayif_acgozlu,99.3,1395,960,566,87,4930,765,3345,15.5,"{'bankrupt@12': 293, 'bankrupt@16': 5}"
K1,P4_zayif_mantikli,95.7,1483,1136,937,83,3190,1435,958,5.8,"{'bankrupt@8': 246, 'bankrupt@12': 40, 'bankrupt@16': 1}"
K1,P4_orta_hic,0.0,4575,3126,1095,243,12533,8742,0,0,{}
K1,P4_orta_acgozlu,33.0,4637,1349,712,235,14830,3448,7446,22.9,"{'bankrupt@12': 98, 'bankrupt@16': 1}"
K1,P4_orta_mantikli,8.3,3197,1273,1095,243,15316,6604,6211,20.4,"{'bankrupt@8': 13, 'bankrupt@12': 12}"
K1,P4_iyi_hic,0.0,8558,6937,1091,230,16136,8750,0,0,{}
K1,P4_iyi_acgozlu,0.0,12485,9194,704,219,24859,5623,7847,23.7,{}
K1,P4_iyi_mantikli,0.3,9222,6046,1091,230,23625,7539,7988,23.6,{'bankrupt@8': 1}
G100+K1,P1_zayif_hic,19.7,218,49,516,20,1288,1350,0,0,"{'bankrupt@16': 48, 'bankrupt@12': 11}"
G100+K1,P1_zayif_acgozlu,7.7,195,40,369,23,1330,1069,356,5.9,"{'bankrupt@16': 17, 'bankrupt@12': 6}"
G100+K1,P1_zayif_mantikli,70.7,237,60,309,23,989,757,331,4.4,"{'bankrupt@8': 27, 'bankrupt@12': 139, 'bankrupt@16': 46}"
G100+K1,P1_orta_hic,0.0,1131,679,532,34,2268,1556,0,0,{}
G100+K1,P1_orta_acgozlu,0.0,326,133,385,38,2568,1498,1156,13.7,{}
G100+K1,P1_orta_mantikli,3.0,288,109,325,38,2496,1474,1136,13.3,"{'bankrupt@8': 2, 'bankrupt@12': 7}"
G100+K1,P1_iyi_hic,0.0,2474,1852,552,53,3413,1557,0,0,{}
G100+K1,P1_iyi_acgozlu,0.0,1094,434,394,46,4309,1435,2404,21.6,{}
G100+K1,P1_iyi_mantikli,0.0,1324,526,335,46,4575,1450,2443,21.7,{}
G100+K1,P2_zayif_hic,21.3,465,121,626,33,3150,2928,0,0,"{'bankrupt@16': 20, 'bankrupt@12': 42, 'bankrupt@8': 2}"
G100+K1,P2_zayif_acgozlu,32.0,448,140,626,33,3126,2641,293,3.7,"{'bankrupt@12': 71, 'bankrupt@16': 21, 'bankrupt@8': 4}"
G100+K1,P2_zayif_mantikli,34.7,444,128,626,33,3077,2575,320,3.7,"{'bankrupt@16': 24, 'bankrupt@12': 74, 'bankrupt@8': 6}"
G100+K1,P2_orta_hic,0.0,3392,2617,686,95,6370,3489,0,0,{}
G100+K1,P2_orta_acgozlu,0.0,1388,738,686,95,7339,3280,3160,18.6,{}
G100+K1,P2_orta_mantikli,0.0,1745,858,686,95,7827,3301,3231,18.5,{}
G100+K1,P2_iyi_hic,0.0,6671,5631,746,150,9304,3489,0,0,{}
G100+K1,P2_iyi_acgozlu,0.0,6658,4516,746,150,13714,3002,4855,23.8,{}
G100+K1,P2_iyi_mantikli,0.0,6883,4684,746,150,13986,3043,4843,23.8,{}
G100+K1,P3_zayif_hic,45.3,901,199,796,86,4683,4157,0,0,"{'bankrupt@16': 31, 'bankrupt@12': 98, 'bankrupt@8': 7}"
G100+K1,P3_zayif_acgozlu,55.0,942,254,796,86,4451,3700,189,1.6,"{'bankrupt@12': 135, 'bankrupt@16': 19, 'bankrupt@8': 11}"
G100+K1,P3_zayif_mantikli,55.3,934,270,796,86,4438,3690,210,1.6,"{'bankrupt@12': 131, 'bankrupt@16': 21, 'bankrupt@8': 14}"
G100+K1,P3_orta_hic,0.0,4475,3459,862,150,9982,6120,0,0,{}
G100+K1,P3_orta_acgozlu,0.0,2026,1153,862,150,11032,5858,3731,16.7,{}
G100+K1,P3_orta_mantikli,0.3,2600,1180,862,150,11804,5793,3956,16.8,{'bankrupt@12': 1}
G100+K1,P3_iyi_hic,0.0,7747,6381,926,210,12860,6120,0,0,{}
G100+K1,P3_iyi_acgozlu,0.0,7150,4650,926,210,18099,5457,6447,23.3,{}
G100+K1,P3_iyi_mantikli,0.0,7980,5273,926,210,19056,5438,6575,23.4,{}
G100+K1,P4_zayif_hic,61.0,1420,339,937,83,5713,4818,0,0,"{'bankrupt@12': 136, 'bankrupt@16': 16, 'bankrupt@8': 31}"
G100+K1,P4_zayif_acgozlu,61.7,1417,404,937,83,5767,4757,127,0.7,"{'bankrupt@12': 137, 'bankrupt@16': 16, 'bankrupt@8': 32}"
G100+K1,P4_zayif_mantikli,63.0,1390,322,937,83,5652,4659,139,0.7,"{'bankrupt@12': 143, 'bankrupt@16': 13, 'bankrupt@8': 33}"
G100+K1,P4_orta_hic,0.0,4575,3126,1095,243,12533,8742,0,0,{}
G100+K1,P4_orta_acgozlu,0.3,2223,1305,1095,243,13479,8505,3515,13.7,{'bankrupt@12': 1}
G100+K1,P4_orta_mantikli,0.3,2521,1287,1095,243,13954,8470,3721,13.7,{'bankrupt@12': 1}
G100+K1,P4_iyi_hic,0.0,8558,6937,1091,230,16136,8750,0,0,{}
G100+K1,P4_iyi_acgozlu,0.0,6761,3638,1091,230,20495,8018,6869,21.8,{}
G100+K1,P4_iyi_mantikli,0.0,7802,4902,1091,230,22005,8074,7255,22.1,{}
G100+K2,P1_zayif_hic,19.7,218,49,516,20,1288,1350,0,0,"{'bankrupt@16': 48, 'bankrupt@12': 11}"
G100+K2,P1_zayif_acgozlu,7.7,195,40,369,23,1330,1069,356,5.9,"{'bankrupt@16': 17, 'bankrupt@12': 6}"
G100+K2,P1_zayif_mantikli,70.7,237,60,309,23,989,757,331,4.4,"{'bankrupt@8': 27, 'bankrupt@12': 139, 'bankrupt@16': 46}"
G100+K2,P1_orta_hic,0.0,1131,679,532,34,2268,1556,0,0,{}
G100+K2,P1_orta_acgozlu,0.0,326,133,385,38,2568,1498,1156,13.7,{}
G100+K2,P1_orta_mantikli,3.0,288,109,325,38,2496,1474,1136,13.3,"{'bankrupt@8': 2, 'bankrupt@12': 7}"
G100+K2,P1_iyi_hic,0.0,2474,1852,552,53,3413,1557,0,0,{}
G100+K2,P1_iyi_acgozlu,0.0,1094,434,394,46,4309,1435,2404,21.6,{}
G100+K2,P1_iyi_mantikli,0.0,1324,526,335,46,4575,1450,2443,21.7,{}
G100+K2,P2_zayif_hic,21.3,465,121,626,33,3150,2928,0,0,"{'bankrupt@16': 20, 'bankrupt@12': 42, 'bankrupt@8': 2}"
G100+K2,P2_zayif_acgozlu,32.0,450,140,626,33,3126,2641,291,3.7,"{'bankrupt@12': 71, 'bankrupt@16': 21, 'bankrupt@8': 4}"
G100+K2,P2_zayif_mantikli,35.0,446,120,626,33,3074,2570,318,3.7,"{'bankrupt@16': 25, 'bankrupt@12': 74, 'bankrupt@8': 6}"
G100+K2,P2_orta_hic,0.0,3392,2617,686,95,6370,3489,0,0,{}
G100+K2,P2_orta_acgozlu,0.0,1275,733,686,95,7239,3289,3160,18.3,{}
G100+K2,P2_orta_mantikli,0.0,1614,779,686,95,7757,3302,3305,18.3,{}
G100+K2,P2_iyi_hic,0.0,6671,5631,746,150,9304,3489,0,0,{}
G100+K2,P2_iyi_acgozlu,0.0,6161,3926,746,150,13549,3020,5164,23.8,{}
G100+K2,P2_iyi_mantikli,0.0,6264,3788,746,150,13694,3084,5150,23.7,{}
G100+K2,P3_zayif_hic,45.3,901,199,796,86,4683,4157,0,0,"{'bankrupt@16': 31, 'bankrupt@12': 98, 'bankrupt@8': 7}"
G100+K2,P3_zayif_acgozlu,55.0,942,254,796,86,4451,3700,189,1.6,"{'bankrupt@12': 135, 'bankrupt@16': 19, 'bankrupt@8': 11}"
G100+K2,P3_zayif_mantikli,55.3,937,270,796,86,4438,3690,207,1.6,"{'bankrupt@12': 131, 'bankrupt@16': 21, 'bankrupt@8': 14}"
G100+K2,P3_orta_hic,0.0,4475,3459,862,150,9982,6120,0,0,{}
G100+K2,P3_orta_acgozlu,0.0,1904,1102,862,150,10957,5867,3769,16.6,{}
G100+K2,P3_orta_mantikli,0.3,2296,1124,862,150,11520,5816,3965,16.4,{'bankrupt@12': 1}
G100+K2,P3_iyi_hic,0.0,7747,6381,926,210,12860,6120,0,0,{}
G100+K2,P3_iyi_acgozlu,0.0,6467,4124,926,210,17800,5494,6792,23.2,{}
G100+K2,P3_iyi_mantikli,0.0,7169,4725,926,210,18707,5488,6985,23.4,{}
G100+K2,P4_zayif_hic,61.0,1420,339,937,83,5713,4818,0,0,"{'bankrupt@12': 136, 'bankrupt@16': 16, 'bankrupt@8': 31}"
G100+K2,P4_zayif_acgozlu,61.7,1416,404,937,83,5767,4757,127,0.7,"{'bankrupt@12': 137, 'bankrupt@16': 16, 'bankrupt@8': 32}"
G100+K2,P4_zayif_mantikli,63.0,1389,322,937,83,5652,4659,141,0.7,"{'bankrupt@12': 143, 'bankrupt@16': 13, 'bankrupt@8': 33}"
G100+K2,P4_orta_hic,0.0,4575,3126,1095,243,12533,8742,0,0,{}
G100+K2,P4_orta_acgozlu,0.3,2181,1317,1095,243,13419,8510,3492,13.5,{'bankrupt@12': 1}
G100+K2,P4_orta_mantikli,0.3,2430,1299,1095,243,13825,8468,3685,13.5,{'bankrupt@12': 1}
G100+K2,P4_iyi_hic,0.0,8558,6937,1091,230,16136,8750,0,0,{}
G100+K2,P4_iyi_acgozlu,0.0,6091,3314,1091,230,20141,8062,7143,21.6,{}
G100+K2,P4_iyi_mantikli,0.0,7002,4413,1091,230,21508,8108,7535,21.9,{}
