cell,day,alive,money_mean,money_p10,money_p90,prestige_mean,prestige_p10,income_mean,quota,spawned_mean,served_mean,lost_mean,missed_mean,packed_mean,delivered_mean,phone_mean,trucksFull_mean,idle_frac,early_frac,rent_mean
P2_orta_hic_ev,16,1.00,3391.86,2616.90,4154.20,54.20,49.24,725.43,12,12,8.74,2.90,0,12.15,8.46,0.85,2.29,0.04,0.77,1123
P2_orta_hic_noev,1,1.00,690.07,615.00,780.00,14.42,13.96,97.40,7,7,5.73,1.03,0,4.95,1.62,1.56,0.22,0.18,0.99,0
P2_orta_hic_noev,2,1.00,894.20,767.70,1028.20,17.00,16.00,205.30,7,7,5.83,0.93,0,4.98,3.28,1.22,0.76,0.16,0.98,0
P2_orta_hic_noev,3,1.00,1143.02,982.50,1313.50,19.50,18.40,252.08,7,7,5.78,1.02,0,4.87,3.88,1.18,1.07,0.15,0.96,0
P2_orta_hic_noev,4,1.00,762.50,563.00,966.00,22.39,21.00,272.95,8,7.98,6.60,1.09,0.02,5.46,4.19,1.33,1.11,0.14,0.77,650
P2_orta_hic_noev,5,1.00,1037.78,800.70,1272.00,25.14,23.40,276.45,8,8,6.20,1.55,0,4.57,4.08,1.74,1.11,0.18,0.96,0
P2_orta_hic_noev,6,1.00,1302.88,1023.70,1574.30,28.23,25.92,267.32,9,8.98,6.93,1.74,0.02,5.08,3.83,2.11,1.02,0.20,0.61,0
P2_orta_hic_noev,7,1.00,1563.70,1248.70,1854.30,31.25,28.92,264.10,9,8.99,6.96,1.78,0.01,5.14,3.73,1.99,1.03,0.20,0.82,0
P2_orta_hic_noev,8,1.00,1055.68,699.00,1384.10,34.25,31.68,272.75,9,9,6.98,1.77,0,5.20,3.71,1.90,0.91,0.19,0.97,780
P2_orta_hic_noev,9,1.00,1367.63,996.50,1718.20,36.67,33.40,318.55,10,9.98,6.92,2.78,0.02,7.89,4.25,1.49,1.09,0.14,0.49,0
P2_orta_hic_noev,10,1.00,1814.01,1338.30,2216.30,39.19,35.67,455.17,10,9.98,7.22,2.48,0.02,9.16,5.96,1.08,1.80,0.07,0.58,0
P2_orta_hic_noev,11,1.00,2270.36,1754.20,2734.50,41.73,37.80,463.68,10,9.99,7.29,2.42,0.01,9.50,5.93,0.99,1.77,0.06,0.86,0
P2_orta_hic_noev,12,1.00,1859.67,1280.00,2395.20,44.49,40.47,537.08,11,10.95,8.02,2.57,0.05,10.57,6.74,1.02,2.13,0.05,0.52,936
P2_orta_hic_noev,13,1.00,2466.43,1856.70,3085.20,47.19,42.79,624.42,11,11.00,8.10,2.64,0.00,10.57,7.67,0.83,2.12,0.05,0.78,0
P2_orta_hic_noev,14,1.00,3079.82,2398.90,3721.60,49.80,45.16,629.53,11,11,7.91,2.83,0,10.62,7.57,0.98,2.02,0.05,0.93,0
P2_orta_hic_noev,15,1.00,3743.40,2946.20,4491.10,52.60,48.00,681.72,12,11.98,8.58,2.98,0.02,11.75,8.05,1.06,2.25,0.04,0.56,0
P2_orta_hic_noev,16,1.00,3332.92,2473.70,4188.00,55.38,50.60,728.78,12,12.00,8.61,2.99,0.00,11.96,8.42,0.93,2.38,0.04,0.80,1123
P2_orta_acgozlu_ev,1,1.00,441.08,360.00,535.00,14.36,13.84,89,7,7.00,5.73,1.05,0.00,5.02,1.48,1.43,0.21,0.18,0.99,0
P2_orta_acgozlu_ev,2,1.00,451.56,319.50,575.00,16.93,15.96,211.78,7,7,5.92,0.86,0,4.92,3.39,1.10,0.78,0.15,0.96,0
P2_orta_acgozlu_ev,3,1.00,470.29,330.50,625.10,19.47,18.20,249.18,7,7,5.77,0.97,0,4.91,3.84,1.17,1.03,0.15,0.98,0
P2_orta_acgozlu_ev,4,1.00,91.81,50.90,124.10,22.27,20.72,285.43,8,7.97,6.50,1.12,0.03,5.43,4.39,1.33,1.19,0.15,0.71,442.23
P2_orta_acgozlu_ev,5,1.00,373.52,200.90,546.10,25.22,23.28,287.51,8.08,8.08,6.49,1.37,0.00,4.78,4.10,1.90,1.11,0.19,0.94,0
P2_orta_acgozlu_ev,6,1.00,504.93,327.60,694.40,28.44,26.04,262.71,9.09,9.08,7.15,1.66,0.01,5.22,3.64,2.26,0.94,0.21,0.73,0
P2_orta_acgozlu_ev,7,1.00,559.24,344.70,789.30,31.56,28.88,268.55,9.16,9.11,7.00,1.82,0.05,5.29,3.72,2.22,0.92,0.20,0.81,0
P2_orta_acgozlu_ev,8,1.00,414.13,80.60,673.20,34.24,31.20,309.32,9,9,6.99,1.87,0,5.27,4.19,2.12,1.07,0.19,0.98,156.09
P2_orta_acgozlu_ev,9,0.49,542,268.50,805.50,35.64,31.80,364.54,10.16,9.82,6.08,3.50,0.34,8.03,4.98,1.52,1.20,0.15,0.68,0
P2_orta_acgozlu_ev,10,0.49,719.01,473.00,1018.00,37.59,33.64,441.57,10.31,10.01,6.30,3.48,0.30,9.07,5.88,1.45,1.64,0.11,0.60,0
P2_orta_acgozlu_ev,11,0.49,768.86,474.00,1069.50,39.92,35.68,504.66,10.29,10.14,6.55,3.30,0.16,9.08,6.59,1.32,1.97,0.10,0.81,0
P2_orta_acgozlu_ev,12,0.49,476.23,63.00,852.50,42.58,38.30,595.90,11,10.97,7.19,3.47,0.03,10.57,7.41,1.30,2.13,0.09,0.70,416.11
P2_orta_acgozlu_ev,13,0.26,873.43,621.00,1239.60,46.43,41.89,729.16,11.43,11.06,7.45,3.40,0.36,11.38,8.79,0.99,2.23,0.08,0.73,0
P2_orta_acgozlu_ev,14,0.26,1029.57,679.00,1346.00,49.30,44.27,701.74,11.14,11.01,7.19,3.53,0.13,10.71,8.12,1.13,1.87,0.09,0.87,0
P2_orta_acgozlu_ev,15,0.26,1129.25,733.20,1442.40,52.74,46.62,816.53,12.04,11.92,7.99,3.56,0.12,12.47,8.94,1.10,2.13,0.08,0.79,0
P2_orta_acgozlu_ev,16,0.26,457.66,130.40,825.20,56.54,50.01,941.21,12,12,8.14,3.53,0,12.03,9.92,1.13,2.42,0.08,0.94,751.47
P2_orta_acgozlu_noev,1,1.00,440.13,360.00,482.00,14.35,13.84,87.80,7,7,5.68,1.08,0,5.00,1.46,1.48,0.20,0.18,0.99,0
P2_orta_acgozlu_noev,2,1.00,452.57,337.70,578.20,16.94,15.88,214.40,7,7,5.90,0.90,0,4.91,3.43,1.12,0.79,0.15,0.97,0
P2_orta_acgozlu_noev,3,1.00,469.87,320.90,628.00,19.48,18.12,246.32,7,7,5.79,0.96,0,5.00,3.79,1.15,0.97,0.15,0.97,0
P2_orta_acgozlu_noev,4,1.00,93.00,45.80,126.10,22.26,20.68,294.08,8,7.98,6.49,1.18,0.02,5.44,4.52,1.31,1.21,0.15,0.75,446.82
P2_orta_acgozlu_noev,5,1.00,362.12,195.90,533.20,25.13,23.36,277.83,8,8,6.38,1.39,0,4.80,4.11,1.84,1.12,0.19,0.98,0
P2_orta_acgozlu_noev,6,1.00,512.28,328.90,695.20,28.32,26.48,270.05,9,8.99,7.14,1.62,0.01,5.31,3.87,2.13,1.04,0.20,0.74,0
P2_orta_acgozlu_noev,7,1.00,568.69,360.80,807.10,31.37,29.08,258.52,9,9,6.90,1.79,0,5.26,3.65,2.13,0.94,0.21,0.89,0
P2_orta_acgozlu_noev,8,1.00,424.40,86.00,690.10,34.05,31.16,295.42,9,9,6.97,1.82,0,5.25,4.01,2.13,0.95,0.19,0.98,135.05
P2_orta_acgozlu_noev,9,0.47,550.35,289.90,808.90,35.63,31.92,378.57,10,9.99,6.16,3.61,0.01,8.37,5.07,1.61,1.26,0.15,0.63,0
P2_orta_acgozlu_noev,10,0.47,725.05,497.60,957.30,38.03,33.84,452.44,10,9.98,6.79,2.91,0.02,9.59,5.96,1.17,1.61,0.11,0.74,0
P2_orta_acgozlu_noev,11,0.47,796.87,534.50,1059.10,40.49,35.72,534.02,10,10,6.69,3.14,0,9.21,6.86,1.17,2,0.09,0.94,0
P2_orta_acgozlu_noev,12,0.47,459.46,97.40,847.50,43.33,38.64,617.10,11,10.97,7.42,3.31,0.03,11.09,7.66,1.15,2.31,0.08,0.66,453.37
P2_orta_acgozlu_noev,13,0.26,943.08,663.00,1289.80,47.32,42.37,784.62,11,10.99,7.61,3.04,0.01,11.71,9.47,0.80,2.65,0.06,0.87,0
P2_orta_acgozlu_noev,14,0.26,1092.80,809.20,1436.20,50.47,45.35,738.68,11,10.97,7.52,3.19,0.03,11.47,8.66,0.86,2.28,0.06,0.94,0
P2_orta_acgozlu_noev,15,0.26,1131.30,769.40,1558.80,54.28,48.26,835.20,12,11.97,8.32,3.32,0.03,12.82,9.30,0.92,2.27,0.08,0.70,0
P2_orta_acgozlu_noev,16,0.26,534.05,101.60,916.00,58.10,50.71,995.53,12,12,8.24,3.43,0,12.24,10.24,1.01,2.62,0.07,0.87,748.99
P2_orta_mantikli_ev,1,1.00,686.48,600.00,780.00,14.42,13.96,94.60,7,7,5.76,1.03,0,4.98,1.58,1.52,0.20,0.18,0.99,0
P2_orta_mantikli_ev,2,1.00,598.12,493.50,710.00,16.97,15.92,198.77,7,7,5.83,0.94,0,4.85,3.18,1.16,0.70,0.16,0.98,0
P2_orta_mantikli_ev,3,1.00,653.57,524.80,803.00,19.56,18.36,254.20,7,7,5.89,0.86,0,4.84,3.91,1.14,1.05,0.15,0.98,0
P2_orta_mantikli_ev,4,1.00,119.38,32.80,203.10,22.33,20.80,306.32,8,7.97,6.56,1.08,0.03,5.53,4.70,1.25,1.27,0.15,0.69,583.24
P2_orta_mantikli_ev,5,1.00,421.02,226.00,618.20,25.35,23.28,298.73,8.08,8.08,6.52,1.37,0,4.82,4.26,1.90,1.13,0.19,0.92,0
P2_orta_mantikli_ev,6,1.00,674.96,465.10,879.00,28.64,26.40,283.57,9.09,9.07,7.21,1.56,0.02,5.44,3.94,2.17,1,0.20,0.61,0
P2_orta_mantikli_ev,7,1.00,782.87,562.90,1023.50,31.79,29.00,272.08,9.16,9.08,7.03,1.79,0.08,5.25,3.77,2.25,0.91,0.21,0.76,0
P2_orta_mantikli_ev,8,1.00,219.63,43.80,631.10,34.82,31.75,335.73,9,9,6.97,1.82,0,5.25,4.54,1.99,1.00,0.19,0.96,586.00
P2_orta_mantikli_ev,9,0.85,561.81,288.40,806.00,36.76,33.55,426.10,10.25,9.88,6.38,3.21,0.38,7.83,5.74,1.52,1.24,0.14,0.55,0
P2_orta_mantikli_ev,10,0.85,981.60,669.40,1253.20,38.66,34.82,537.84,10.31,10.02,6.68,3.03,0.28,9.56,7.08,1.02,1.73,0.08,0.61,0
P2_orta_mantikli_ev,11,0.85,1081.58,841.80,1326.00,40.61,36.18,590.47,10.25,10.08,6.69,3.16,0.17,9.47,7.66,0.99,1.92,0.06,0.75,0
P2_orta_mantikli_ev,12,0.85,360.13,81.80,699.40,43.21,38.30,648.84,11,10.94,7.43,3.25,0.06,11.32,8.11,0.91,2.07,0.06,0.56,836.86
P2_orta_mantikli_ev,13,0.78,1094.52,688.30,1488.40,45.80,40.52,811.29,11.28,11.09,7.42,3.40,0.19,11.45,9.38,0.97,2.03,0.06,0.69,0
P2_orta_mantikli_ev,14,0.78,1422.62,1065.30,1816.60,48.15,42.60,802.54,11.09,11,7.11,3.59,0.09,11.01,9.09,0.96,1.85,0.06,0.86,0
P2_orta_mantikli_ev,15,0.78,1603.89,1124.50,2139.20,50.87,44.61,863.24,12.23,11.95,7.79,3.88,0.27,12.20,9.28,1.15,1.86,0.07,0.62,0
P2_orta_mantikli_ev,16,0.78,837.65,213.80,1502.80,53.92,46.78,1022.16,12,12,8.02,3.71,0,12.26,10.47,0.98,2.21,0.06,0.89,1005.47
P2_orta_mantikli_noev,1,1.00,690.07,615.00,780.00,14.42,13.96,97.40,7,7,5.73,1.03,0,4.95,1.62,1.56,0.22,0.18,0.99,0
P2_orta_mantikli_noev,2,1.00,593.37,480.00,715.00,16.96,15.88,197.57,7,7,5.82,0.94,0,4.85,3.16,1.16,0.69,0.16,0.98,0
P2_orta_mantikli_noev,3,1.00,657.31,505.50,803.20,19.57,18.32,255.70,7,7,5.93,0.84,0,4.87,3.94,1.16,1.03,0.15,0.96,0
P2_orta_mantikli_noev,4,1.00,112.94,33.90,190.10,22.37,20.84,299.35,8,7.97,6.51,1.09,0.03,5.50,4.60,1.32,1.22,0.14,0.71,583.34
P2_orta_mantikli_noev,5,1.00,383.53,200.90,562.00,25.31,23.48,277.95,8,8,6.45,1.34,0,4.76,4.10,1.81,1.09,0.18,0.97,0
P2_orta_mantikli_noev,6,1.00,634.73,400.80,867.10,28.54,26.44,264.53,9,8.99,7.12,1.64,0.01,5.34,3.79,2.15,0.97,0.21,0.69,0
P2_orta_mantikli_noev,7,1.00,773.76,558.80,1034.00,31.72,29.04,273.98,9,9.00,7.05,1.71,0.00,5.38,3.85,2.08,0.94,0.21,0.88,0
P2_orta_mantikli_noev,8,1.00,222.28,42.00,649.40,34.76,31.87,313.40,9,9,6.91,1.88,0,5.30,4.24,2,1.01,0.19,0.96,565.61
P2_orta_mantikli_noev,9,0.83,566.20,312.70,800.20,36.98,33.70,445.08,10,9.98,6.69,3.02,0.02,8.09,5.92,1.51,1.31,0.14,0.58,0
P2_orta_mantikli_noev,10,0.83,997.45,723.90,1274.00,39.27,35.44,545.46,10,9.98,6.94,2.83,0.02,9.72,7.13,1.06,1.73,0.07,0.64,0
P2_orta_mantikli_noev,11,0.83,1066.74,803.10,1330.50,41.28,37.43,578.57,10,10,6.68,3.07,0,9.80,7.42,0.90,1.73,0.07,0.88,0
P2_orta_mantikli_noev,12,0.83,343.06,105.00,755.60,43.85,39.51,655.94,11,10.94,7.36,3.33,0.06,11.33,8.15,0.96,2.15,0.07,0.53,840.02
P2_orta_mantikli_noev,13,0.77,1079.17,682.50,1472.50,46.76,41.48,825.70,11,11.00,7.65,3.10,0.00,11.19,9.54,0.91,2.20,0.07,0.83,0
P2_orta_mantikli_noev,14,0.77,1413.67,1051.60,1833.50,49.30,43.58,809.30,11,11,7.29,3.44,0,11.28,9.13,0.93,2,0.06,0.95,0
P2_orta_mantikli_noev,15,0.77,1644.67,1210.70,2178.90,52.13,45.68,919.64,12,11.98,7.91,3.75,0.02,12.79,9.84,0.99,2.20,0.06,0.66,0
P2_orta_mantikli_noev,16,0.77,886.16,268.30,1672.20,55.11,47.86,1023.85,12,12,7.99,3.70,0,12.47,10.29,0.90,2.31,0.06,0.88,1015.00
P2_iyi_hic_ev,1,1.00,745.72,660.00,840.00,15.32,14.80,150.25,7,7,6.64,0.30,0,6.46,2.50,2.03,0.55,0.18,1,0
P2_iyi_hic_ev,2,1.00,1064.91,902.50,1225.00,18.92,18.04,305.72,7,7,6.54,0.43,0,6.34,4.73,1.89,1.41,0.17,1,0
P2_iyi_hic_ev,3,1.00,1418.69,1226.00,1616.00,22.55,21.32,338.05,7,7,6.52,0.43,0,6.20,5.20,1.82,1.64,0.16,1.00,0
P2_iyi_hic_ev,4,1.00,1189.58,965.50,1409.00,26.70,25.24,406.25,8,8,7.56,0.38,0,6.93,5.90,2.04,1.88,0.14,0.95,650
P2_iyi_hic_ev,5,1.00,1610.90,1370.80,1858.60,30.88,29.11,397.43,8.08,8.08,7.38,0.66,0,5.75,5.46,2.49,1.79,0.19,0.97,0
P2_iyi_hic_ev,6,1.00,2003.58,1708.60,2320.20,35.23,33.24,369.39,9.09,9.09,7.96,1.06,0,6.25,4.84,2.87,1.46,0.20,0.91,0
P2_iyi_hic_ev,7,1.00,2422.11,2058.70,2773.60,39.46,36.96,394.47,9.16,9.12,7.84,1.20,0.04,6.23,5.12,2.89,1.52,0.20,0.90,0
P2_iyi_hic_ev,8,1.00,2036.65,1654.60,2406.30,43.64,40.91,380.95,9,9,7.77,1.18,0,6.22,4.81,2.80,1.39,0.19,0.99,780
P2_iyi_hic_ev,9,1.00,2524.31,2129.90,2964.00,47.13,43.87,470.50,10.26,10.00,7.66,2.26,0.26,9.91,5.91,2.46,1.82,0.13,0.71,0
P2_iyi_hic_ev,10,1.00,3175.72,2720.50,3682.30,50.89,47.20,632.12,10.32,10.09,8.09,1.90,0.23,11.70,7.57,2.15,2.51,0.08,0.73,0
P2_iyi_hic_ev,11,1.00,3882.67,3335.00,4475.70,54.82,51.44,689.24,10.26,10.16,8.31,1.78,0.10,11.59,8.08,2.15,2.73,0.07,0.84,0
P2_iyi_hic_ev,12,1.00,3742.18,3099.70,4436.00,59.24,55.60,782.22,11,10.99,9.25,1.63,0.01,13.15,8.83,2.20,3.04,0.06,0.83,936
P2_iyi_hic_ev,13,1.00,4698.55,3958.60,5546.50,63.47,59.63,937.66,11.33,11.17,9.28,1.78,0.16,13.77,10.20,2.03,3.50,0.06,0.82,0
P2_iyi_hic_ev,14,1.00,5635.60,4821.00,6598.90,67.77,63.44,918.43,11.09,11.05,9.25,1.70,0.04,13.29,9.70,2.04,3.23,0.06,0.89,0
P2_iyi_hic_ev,15,1.00,6696.85,5766.50,7703.70,72.37,67.87,1046.15,12.26,12.08,10.08,1.85,0.18,15.07,10.78,2.23,3.67,0.05,0.75,0
P2_iyi_hic_ev,16,1.00,6671.10,5630.70,7716.70,76.99,72.44,1084.73,12,12,10.03,1.89,0,14.72,10.90,2.20,3.75,0.05,0.96,1123
P2_iyi_hic_noev,1,1.00,749.33,660.00,840.00,15.32,14.80,153.55,7,7,6.65,0.30,0,6.46,2.56,2.03,0.57,0.18,1,0
P2_iyi_hic_noev,2,1.00,1071.00,899.80,1258.00,18.91,18.04,308.05,7,7,6.54,0.43,0,6.34,4.76,1.87,1.39,0.17,1,0
P2_iyi_hic_noev,3,1.00,1427.69,1226.00,1616.00,22.52,21.08,340.90,7,7,6.50,0.44,0,6.23,5.24,1.82,1.65,0.16,1,0
P2_iyi_hic_noev,4,1.00,1190.57,958.70,1424.50,26.63,25.12,398.67,8,8,7.52,0.41,0,6.91,5.79,2.02,1.83,0.14,0.96,650
P2_iyi_hic_noev,5,1.00,1586.30,1326.70,1833.00,30.70,28.88,378.77,8,8,7.22,0.73,0,5.63,5.39,2.42,1.78,0.18,0.99,0
P2_iyi_hic_noev,6,1.00,1952.09,1660.00,2231.50,34.92,32.60,351.80,9,9,7.82,1.12,0,6.16,4.76,2.80,1.43,0.20,0.94,0
P2_iyi_hic_noev,7,1.00,2349.79,1971.00,2703.00,39.08,36.35,381.62,9,9,7.71,1.21,0,6.19,5.03,2.78,1.53,0.20,0.98,0
P2_iyi_hic_noev,8,1.00,1970.30,1547.80,2366.50,43.22,40.08,385.13,9,9,7.69,1.26,0,6.10,4.88,2.81,1.42,0.19,1,780
P2_iyi_hic_noev,9,1.00,2465.67,1993.80,2936.70,46.97,43.80,482.60,10,10.00,7.94,1.99,0.00,10.13,5.96,2.35,1.86,0.13,0.80,0
P2_iyi_hic_noev,10,1.00,3114.01,2565.70,3645.30,50.91,47.28,632.27,10,10.00,8.24,1.65,0.00,12.01,7.57,2.02,2.49,0.08,0.84,0
P2_iyi_hic_noev,11,1.00,3813.24,3174.50,4459.60,54.89,51.07,684.75,10,10,8.28,1.64,0,11.48,7.98,2.06,2.70,0.07,0.97,0
P2_iyi_hic_noev,12,1.00,3667.92,2957.90,4351.80,59.28,55.28,775.70,11,10.99,9.21,1.70,0.01,13.57,8.76,2.21,3.03,0.06,0.79,936
P2_iyi_hic_noev,13,1.00,4581.07,3734.90,5359.30,63.65,59.32,901.92,11,11.00,9.26,1.65,0.00,12.98,9.88,2.09,3.34,0.07,0.92,0
P2_iyi_hic_noev,14,1.00,5528.85,4581.20,6455.30,68.01,63.75,935.45,11,11,9.33,1.60,0,13.28,9.95,1.94,3.31,0.06,0.98,0
P2_iyi_hic_noev,15,1.00,6574.02,5573.30,7631.50,72.74,68.32,1034.43,12,12,10.11,1.79,0,15.45,10.68,2.30,3.57,0.05,0.84,0
P2_iyi_hic_noev,16,1.00,6567.64,5470.00,7677.90,77.32,72.55,1104.67,12,12,9.96,1.95,0,14.78,11.07,2.17,3.83,0.05,0.97,1123
P2_iyi_acgozlu_ev,1,1.00,499.58,420.00,600.00,14.92,14.00,142.80,7,7,6.12,0.81,0,5.91,2.38,2.06,0.49,0.18,1,0
P2_iyi_acgozlu_ev,2,1.00,576.82,437.50,703.20,18.29,17.20,274.92,7,7,6.19,0.77,0,5.96,4.29,2.02,1.24,0.17,1,0
P2_iyi_acgozlu_ev,3,1.00,613.00,400.70,806.00,21.82,20.52,318.32,7,7,6.37,0.57,0,6.10,4.90,1.93,1.46,0.17,1.00,0
P2_iyi_acgozlu_ev,4,1.00,115.30,35.80,216.30,25.84,24.32,403.37,8,8,7.35,0.58,0,6.75,5.93,2.21,1.83,0.15,0.96,523.96
P2_iyi_acgozlu_ev,5,1.00,519.05,339.90,713.40,29.96,28.24,413.85,8.08,8.08,7.22,0.81,0,5.75,5.70,2.67,1.80,0.20,1,0
P2_iyi_acgozlu_ev,6,1.00,634.25,423.20,860.50,34.36,31.88,382.75,9.09,9.09,7.89,1.14,0.00,6.29,5.06,3.05,1.48,0.20,0.94,0
P2_iyi_acgozlu_ev,7,1.00,687.58,437.00,936.10,38.67,35.68,385.07,9.16,9.14,7.75,1.30,0.02,6.40,5.02,3.15,1.44,0.21,0.92,0
P2_iyi_acgozlu_ev,8,1.00,272.10,53.00,686.10,42.67,39.31,457.09,9,9,7.69,1.23,0,6.43,5.79,2.89,1.71,0.19,1,456.74
P2_iyi_acgozlu_ev,9,0.87,858.95,536.60,1195.10,46.11,42.84,690.58,10.23,10.02,7.30,2.62,0.20,11.33,8.65,2.07,2.60,0.15,0.75,0
P2_iyi_acgozlu_ev,10,0.87,1096.34,714.90,1457.30,49.86,46.20,815.60,10.30,10.12,7.72,2.33,0.17,12.42,9.82,1.83,2.84,0.12,0.80,0
P2_iyi_acgozlu_ev,11,0.87,1265.32,834.10,1730.40,53.71,49.40,952.21,10.22,10.14,7.83,2.23,0.08,12.56,10.75,1.72,3.39,0.11,0.87,0
P2_iyi_acgozlu_ev,12,0.87,676.85,162.00,1242.60,58.41,53.08,1185.92,11,10.99,8.50,2.41,0.01,14.35,12.29,1.72,3.78,0.11,0.89,813.32
P2_iyi_acgozlu_ev,13,0.83,1496.87,951.80,2095.60,63.41,57.23,1333.18,11.30,11.18,8.58,2.51,0.13,14.14,12.52,1.82,3.41,0.11,0.89,0
P2_iyi_acgozlu_ev,14,0.83,1927.89,1073.60,3100.40,68.59,61.28,1400.90,11.08,11.05,8.48,2.49,0.03,14.28,12.38,1.70,3.38,0.10,0.96,0
P2_iyi_acgozlu_ev,15,0.83,2845.11,1380.80,4807.20,74.33,66.66,1672.13,12.25,12.18,9.12,2.97,0.07,15.54,13.04,2,3.53,0.11,0.91,0
P2_iyi_acgozlu_ev,16,0.83,3368.07,1246.00,5832.10,80.22,72.26,1806.14,12,12,9.08,2.84,0,15,13.00,1.93,3.51,0.11,1,761.67
P2_iyi_acgozlu_noev,1,1.00,492.42,420.00,542.00,14.91,14.00,136.80,7,7,6.11,0.82,0,5.90,2.28,2.07,0.46,0.19,1,0
P2_iyi_acgozlu_noev,2,1.00,567.76,422.50,698.00,18.27,17.12,273.03,7,7,6.20,0.76,0,6.00,4.26,2.00,1.24,0.17,1,0
P2_iyi_acgozlu_noev,3,1.00,619.95,410.50,806.00,21.81,20.48,321.13,7,7,6.34,0.59,0,6.07,4.94,1.96,1.47,0.17,0.99,0
P2_iyi_acgozlu_noev,4,1.00,129.36,43.70,249.50,25.85,24.32,412.17,8,8,7.35,0.59,0,6.72,6.05,2.19,1.93,0.15,0.95,525.64
P2_iyi_acgozlu_noev,5,1.00,501.59,314.00,691.00,29.87,28.08,386.82,8,8,7.05,0.89,0,5.55,5.52,2.68,1.78,0.20,1,0
P2_iyi_acgozlu_noev,6,1.00,634.30,421.40,853.20,34.14,31.63,368.97,9,9,7.74,1.19,0,6.15,5.04,2.99,1.52,0.20,0.98,0
P2_iyi_acgozlu_noev,7,1.00,677.03,424.80,948.50,38.48,35.64,369.03,9,9,7.81,1.11,0,6.37,4.89,2.92,1.41,0.21,0.99,0
P2_iyi_acgozlu_noev,8,1.00,283.20,56.90,678.20,42.44,39.43,445.27,9,9,7.74,1.19,0,6.32,5.66,2.95,1.62,0.20,1,430.33
P2_iyi_acgozlu_noev,9,0.85,885.49,599.00,1245.50,46.08,42.26,725.36,10,9.99,7.56,2.37,0.01,11.95,8.98,1.92,2.70,0.14,0.87,0
P2_iyi_acgozlu_noev,10,0.85,1130.24,738.50,1533.50,49.84,45.94,828.46,10,10.00,7.70,2.23,0.00,12.20,9.89,1.76,2.93,0.12,0.93,0
P2_iyi_acgozlu_noev,11,0.85,1320.36,844.00,1820.50,53.65,49.08,959.79,10,10,7.75,2.17,0,12.45,10.76,1.61,3.35,0.11,0.98,0
P2_iyi_acgozlu_noev,12,0.85,660.43,190.50,1130.50,58.43,53.56,1149.33,11,10.99,8.63,2.28,0.01,14.57,12.02,1.70,3.67,0.10,0.91,826.35
P2_iyi_acgozlu_noev,13,0.83,1507.72,926.60,2058.80,63.36,57.44,1340.06,11,11,8.53,2.40,0,14.04,12.81,1.61,3.62,0.10,0.99,0
P2_iyi_acgozlu_noev,14,0.83,1864.58,1080.80,2820.50,68.61,61.55,1335.08,11,11,8.50,2.43,0,14.06,12.12,1.70,3.36,0.09,1,0
P2_iyi_acgozlu_noev,15,0.83,2739.60,1398.00,4182.60,74.44,67.19,1687.19,12,12,9.09,2.83,0,15.50,13.33,1.88,3.79,0.10,0.98,0
P2_iyi_acgozlu_noev,16,0.83,3229.87,1133.60,5540.60,80.39,72.34,1846.73,12,12,9.13,2.78,0,15.44,13.37,1.86,3.58,0.10,1.00,777.65
P2_iyi_mantikli_ev,1,1.00,744.92,660.00,840.00,15.32,14.80,150.25,7,7,6.64,0.30,0,6.46,2.50,2.03,0.56,0.18,1,0
P2_iyi_mantikli_ev,2,1.00,688.60,547.50,838.00,18.59,17.48,287.72,7,7,6.12,0.84,0,5.93,4.45,1.90,1.29,0.18,1.00,0
P2_iyi_mantikli_ev,3,1.00,696.83,538.00,878.80,22.10,20.76,339.55,7,7,6.33,0.63,0,6.05,5.22,1.95,1.65,0.17,1.00,0
P2_iyi_mantikli_ev,4,1.00,280.45,94.00,489.20,26.12,24.64,520.80,8,8,7.46,0.48,0,6.73,7.61,2.02,2.28,0.14,0.95,640.09
P2_iyi_mantikli_ev,5,1.00,701.47,485.60,936.10,30.08,28.23,430.21,8.08,8.08,7.00,1.02,0,5.79,5.91,2.73,1.64,0.20,0.98,0
P2_iyi_mantikli_ev,6,1.00,879.82,672.60,1086.30,34.22,31.96,399.32,9.09,9.09,7.64,1.38,0,6.32,5.26,3.05,1.31,0.21,0.94,0
P2_iyi_mantikli_ev,7,1.00,954.28,740.60,1189.40,38.39,35.48,418.67,9.16,9.14,7.62,1.47,0.02,6.34,5.47,3.06,1.36,0.21,0.92,0
P2_iyi_mantikli_ev,8,1.00,205.54,40.00,438.10,42.70,39.60,454.48,9,9,7.44,1.48,0,6.34,5.71,2.87,1.36,0.20,1,726.25
P2_iyi_mantikli_ev,9,0.99,920.01,568.00,1275.40,46.25,42.66,705.26,10.26,10.00,7.04,2.85,0.26,11.41,8.74,2.09,2.34,0.15,0.72,0
P2_iyi_mantikli_ev,10,0.99,1323.51,1004.00,1672.80,49.94,45.62,845.77,10.31,10.11,7.28,2.74,0.21,12.05,10.07,1.85,2.76,0.13,0.77,0
P2_iyi_mantikli_ev,11,0.99,1541.92,1106.20,2016.40,53.76,48.97,956.54,10.24,10.14,7.42,2.63,0.10,12.15,10.51,1.81,2.92,0.12,0.87,0
P2_iyi_mantikli_ev,12,0.99,865.32,365.20,1413.20,58.56,52.54,1167.67,11,10.99,8.23,2.69,0.01,13.83,11.71,1.82,3.50,0.12,0.91,903.95
