cell,day,alive,money_mean,money_p10,money_p90,prestige_mean,prestige_p10,income_mean,quota,spawned_mean,served_mean,lost_mean,missed_mean,packed_mean,delivered_mean,phone_mean,trucksFull_mean,idle_frac,early_frac,rent_mean
P3_orta_mantikli_ev,2,1.00,1000.51,812.00,1168.20,19.33,18.36,366.62,8,8,7.18,0.47,0,6.29,4.60,2.23,0.87,0.19,0.89,0
P3_orta_mantikli_ev,3,1.00,1087.62,882.60,1315.20,23.01,21.80,431.15,8,8.00,7.17,0.50,0.00,6.27,5.36,2.04,1.12,0.18,0.97,0
P3_orta_mantikli_ev,4,1.00,205.69,66.70,347.80,26.58,25.07,580,8,8,7.10,0.59,0,6.16,6.91,2.03,1.32,0.17,1.00,1037.52
P3_orta_mantikli_ev,5,1.00,705.99,430.80,1029.20,30.57,28.76,492.82,9.08,9.08,7.59,1.22,0,5.86,5.58,3.09,0.94,0.23,0.95,0
P3_orta_mantikli_ev,6,1.00,1057.78,754.90,1324.10,34.34,31.80,408.05,9.09,9.09,7.37,1.53,0,5.90,4.45,3.15,0.67,0.23,0.98,0
P3_orta_mantikli_ev,7,1.00,1239.54,994.90,1477.10,38.15,35.23,430.96,9.16,9.15,7.30,1.54,0.01,5.88,4.70,3.20,0.64,0.23,0.96,0
P3_orta_mantikli_ev,8,1.00,379.41,64.50,1168.20,42.01,38.68,471.58,10,10,8.04,1.70,0,6.49,5.04,3.30,0.68,0.23,0.99,937.72
P3_orta_mantikli_ev,9,0.96,1029.08,604.80,1567.60,44.85,41.38,722.75,10.29,10.19,6.97,2.84,0.09,10.36,7.63,2.29,1.16,0.15,0.88,0
P3_orta_mantikli_ev,10,0.96,1675.69,1250.60,2098.80,47.81,43.70,847.78,10.34,10.24,7.32,2.61,0.09,11.03,8.71,2.03,1.44,0.13,0.92,0
P3_orta_mantikli_ev,11,0.96,2053.31,1527.00,2675.00,50.98,46.52,957.88,11.24,11.19,7.90,2.98,0.06,12.25,9.47,2.28,1.57,0.13,0.86,0
P3_orta_mantikli_ev,12,0.96,694.61,162.60,1489.60,54.55,49.78,984.77,11,11,7.76,2.95,0,11.62,9.15,2.23,1.43,0.13,1,1434.29
P3_orta_mantikli_ev,13,0.93,2111.44,1419.20,2835.00,58.95,53.54,1567.55,12.37,12.27,8.81,3.11,0.10,14.15,12.70,2.11,1.41,0.12,0.90,0
P3_orta_mantikli_ev,14,0.93,2844.50,1949.40,3932.20,63.39,57.18,1476.05,12.11,12.08,8.70,3.03,0.03,13.61,11.47,2.13,1.12,0.12,0.95,0
P3_orta_mantikli_ev,15,0.93,3770.07,2504.60,5283.00,68.22,61.26,1644.22,12.25,12.19,8.66,3.20,0.06,13.70,11.63,2.24,1.19,0.11,0.95,0
P3_orta_mantikli_ev,16,0.93,3587.11,1754.40,5629.80,73.73,66.25,1976.21,13,13,9.51,3.16,0,15.08,12.85,2.09,1.17,0.11,0.99,1563.72
P3_orta_mantikli_noev,1,1.00,852.33,720.00,955.00,15.62,15.00,141.10,8,8,7.27,0.35,0,6.76,1.86,2.43,0.22,0.22,0.96,0
P3_orta_mantikli_noev,2,1.00,1005.06,831.30,1170.00,19.34,18.39,371.35,8,8,7.22,0.46,0,6.32,4.66,2.19,0.92,0.19,0.90,0
P3_orta_mantikli_noev,3,1.00,1089.03,879.50,1309.50,23.00,21.72,442.47,8,8.00,7.17,0.51,0.00,6.31,5.51,2.04,1.11,0.18,0.97,0
P3_orta_mantikli_noev,4,1.00,210.27,63.00,373.40,26.59,25.08,591.05,8,8,7.13,0.57,0,6.24,7.04,1.98,1.30,0.17,0.99,1046.46
P3_orta_mantikli_noev,5,1.00,673.39,412.90,985.30,30.47,28.68,470.07,9,9,7.51,1.27,0,5.86,5.51,2.96,0.93,0.22,0.98,0
P3_orta_mantikli_noev,6,1.00,1041.74,743.80,1343.20,34.17,31.84,411.05,9,9,7.31,1.47,0,5.84,4.65,3.03,0.66,0.23,1.00,0
P3_orta_mantikli_noev,7,1.00,1223.66,987.50,1478.00,37.89,35.12,414.85,9,9,7.19,1.54,0,5.87,4.59,3.11,0.60,0.23,1,0
P3_orta_mantikli_noev,8,1.00,361.68,51.00,1158.20,41.79,38.75,474.23,10,10,8.07,1.68,0,6.51,5.09,3.34,0.72,0.23,1.00,975.73
P3_orta_mantikli_noev,9,0.95,989.69,593.00,1533.50,44.64,41.18,704.16,10,10,6.92,2.81,0,10.02,7.38,2.23,1.09,0.16,0.99,0
P3_orta_mantikli_noev,10,0.95,1623.68,1203.00,2034.00,47.72,43.74,821.86,10,10,7.30,2.49,0,11.00,8.44,2.01,1.35,0.12,1,0
P3_orta_mantikli_noev,11,0.95,2030.52,1529.00,2568.50,50.88,46.58,979.88,11,11,7.90,2.82,0,12.42,9.75,2.07,1.69,0.12,0.98,0
P3_orta_mantikli_noev,12,0.95,681.95,161.50,1361.50,54.57,49.86,1035.51,11,11,7.94,2.75,0,12.18,9.69,2.15,1.62,0.12,1.00,1493.39
P3_orta_mantikli_noev,13,0.95,1998.37,1310.20,2693.40,58.83,53.22,1450.00,12,12,8.50,3.18,0,13.51,12.11,2.24,1.30,0.12,0.99,0
P3_orta_mantikli_noev,14,0.95,2690.07,1965.60,3591.40,63.31,57.11,1440.95,12,12,8.74,2.91,0,13.91,11.69,2.04,1.28,0.11,1.00,0
P3_orta_mantikli_noev,15,0.95,3532.94,2351.00,4889.40,68.18,61.31,1567.43,12,12,8.62,3.08,0,13.66,11.50,2.05,1.09,0.11,1,0
P3_orta_mantikli_noev,16,0.95,3345.19,1623.80,5360.20,73.40,65.70,1967.40,13,13,9.22,3.40,0,15.13,13.07,2.21,1.30,0.11,0.99,1577.52
P3_iyi_hic_ev,1,1.00,925.80,795.00,1105.50,16.32,15.80,209.95,8,8,7.85,0.07,0,7.73,2.71,3.10,0.43,0.22,1,0
P3_iyi_hic_ev,2,1.00,1400.81,1177.70,1613.00,20.97,20.16,463.70,8,8,7.85,0.08,0,7.67,5.80,2.96,1.36,0.20,1.00,0
P3_iyi_hic_ev,3,1.00,1989,1732.80,2236.50,25.67,24.80,573.98,8,8,7.82,0.08,0,7.61,6.93,2.87,1.82,0.19,1.00,0
P3_iyi_hic_ev,4,1.00,1466.01,1145.80,1756.50,30.38,29.48,601.87,8,8,7.80,0.10,0,7.57,7.08,2.85,1.89,0.19,1,1140
P3_iyi_hic_ev,5,1.00,2099.31,1776.50,2419.30,35.42,33.96,601.95,9.08,9.08,8.29,0.74,0,6.35,6.55,3.81,1.65,0.23,0.97,0
P3_iyi_hic_ev,6,1.00,2644.82,2256.80,3000.30,40.25,38.24,517.43,9.09,9.09,8.12,0.92,0,6.59,5.48,3.76,1.30,0.23,0.99,0
P3_iyi_hic_ev,7,1.00,3158.95,2647.90,3604.90,45.12,42.68,485.26,9.16,9.15,8.15,0.94,0.01,6.53,5.04,3.91,1.09,0.23,0.97,0
P3_iyi_hic_ev,8,1.00,2353.77,1777.70,2983.10,50.33,47.32,548.53,10,10,8.94,0.99,0,7.24,5.60,4.05,1.34,0.23,1,1368
P3_iyi_hic_ev,9,1.00,3009.22,2415.70,3660.60,54.78,51.67,632.91,10.26,10.18,8.26,1.81,0.08,11.29,6.37,3.62,1.44,0.15,0.88,0
P3_iyi_hic_ev,10,1.00,3887.74,3213.90,4608.60,59.43,55.87,858.75,10.32,10.26,8.54,1.66,0.05,12.45,8.32,3.60,2.15,0.12,0.91,0
P3_iyi_hic_ev,11,1.00,4847.22,4085.70,5598.60,64.65,61.20,939.72,11.26,11.21,9.52,1.60,0.05,13.39,8.84,3.92,2.30,0.12,0.89,0
P3_iyi_hic_ev,12,1.00,4308.53,3393.50,5241.40,69.84,66.08,1090.45,11,11,9.52,1.41,0,13.60,9.92,3.59,2.64,0.11,1,1642
P3_iyi_hic_ev,13,1.00,5605.64,4556.00,6754.10,75.30,71.14,1273.48,12.33,12.24,10.21,1.92,0.09,15.31,11.15,4.27,2.90,0.12,0.87,0
P3_iyi_hic_ev,14,1.00,6932.65,5831.00,8084.50,80.69,76.55,1304.78,12.09,12.07,10.07,1.88,0.02,14.44,11.06,4.12,2.72,0.12,0.94,0
P3_iyi_hic_ev,15,1.00,8261.11,7012.90,9612.70,85.95,81.31,1314.86,12.26,12.23,10.05,2.10,0.03,15.13,10.92,4.12,2.65,0.11,0.94,0
P3_iyi_hic_ev,16,1.00,7746.65,6381.00,9138.40,91.70,86.32,1442.53,13,13,10.82,2.08,0,15.90,11.68,4.41,2.91,0.11,1,1970
P3_iyi_hic_noev,1,1.00,924.37,795.00,1105.00,16.30,15.80,208.83,8,8,7.84,0.08,0,7.69,2.69,3.09,0.47,0.22,1,0
P3_iyi_hic_noev,2,1.00,1402.56,1183.00,1623.00,21.02,20.40,463.70,8,8,7.87,0.08,0,7.68,5.80,2.94,1.43,0.20,1,0
P3_iyi_hic_noev,3,1.00,1977.01,1700.70,2231.50,25.71,24.84,561.03,8,8,7.84,0.07,0,7.66,6.77,2.85,1.75,0.19,1.00,0
P3_iyi_hic_noev,4,1.00,1465.77,1153.70,1724.50,30.44,29.44,614.60,8,8,7.85,0.09,0,7.62,7.23,2.82,1.95,0.18,1,1140
P3_iyi_hic_noev,5,1.00,2075.49,1731.70,2390.30,35.41,34.11,591.22,9,9,8.24,0.71,0,6.44,6.64,3.63,1.73,0.23,0.99,0
P3_iyi_hic_noev,6,1.00,2580.78,2159.50,2942.00,40.14,38.16,491.08,9,9,8.03,0.93,0,6.49,5.37,3.64,1.29,0.23,1,0
P3_iyi_hic_noev,7,1.00,3096.95,2587.50,3590.80,44.91,42.44,500.47,9,9,8.03,0.94,0,6.41,5.28,3.72,1.20,0.24,1,0
P3_iyi_hic_noev,8,1.00,2285.82,1732.50,2854.50,50.11,47.11,545.25,10,10,8.94,0.99,0,7.24,5.57,4.09,1.23,0.23,1.00,1368
P3_iyi_hic_noev,9,1.00,2984.32,2337.80,3565.30,54.44,51.59,685.25,10,10,8.13,1.81,0,11.47,6.83,3.40,1.57,0.15,0.99,0
P3_iyi_hic_noev,10,1.00,3851.07,3120.70,4546.20,59.04,55.91,853.32,10,10,8.41,1.51,0,12.16,8.24,3.39,2.21,0.12,1,0
P3_iyi_hic_noev,11,1.00,4843.11,3893.30,5667.20,64.07,60.56,976.63,11,11,9.30,1.63,0,13.28,9.18,3.63,2.48,0.12,0.99,0
P3_iyi_hic_noev,12,1.00,4219.56,3273.80,5196.50,69.21,65.63,1006.17,11,11,9.44,1.47,0,13.67,9.17,3.65,2.43,0.11,0.99,1642
P3_iyi_hic_noev,13,1.00,5494.71,4457.20,6548.30,74.65,71.18,1264.82,12,12,10.12,1.82,0,14.88,11.20,4.06,2.89,0.12,0.98,0
P3_iyi_hic_noev,14,1.00,6786.47,5760.50,7926.40,80.07,76.08,1284.53,12,12,10.12,1.81,0,14.66,11.05,4.04,2.84,0.11,1,0
P3_iyi_hic_noev,15,1.00,8113.99,7029.00,9290.30,85.42,81.19,1317.07,12,12,10.08,1.82,0,14.91,11.00,3.90,2.79,0.10,1,0
P3_iyi_hic_noev,16,1.00,7599.73,6325.80,8897.50,91.28,86.71,1445.37,13,13,10.98,1.95,0,16.10,11.73,4.40,2.88,0.10,1.00,1970
P3_iyi_acgozlu_ev,1,1.00,609.67,480.00,790.00,16.19,15.60,209.25,8,8,7.70,0.26,0,7.54,2.72,3.10,0.41,0.22,1,0
P3_iyi_acgozlu_ev,2,1.00,727.18,543.70,927.60,20.79,19.80,453.70,8,8,7.81,0.13,0,7.66,5.67,2.95,1.27,0.20,0.99,0
P3_iyi_acgozlu_ev,3,1.00,893.92,626.00,1158.00,25.56,24.56,565.03,8,8,7.82,0.09,0,7.65,6.84,3.00,1.78,0.20,1,0
P3_iyi_acgozlu_ev,4,1.00,195.39,74.00,304.30,30.33,29.08,636.93,8,8,7.82,0.09,0,7.61,7.49,3.05,1.91,0.19,1,950.41
P3_iyi_acgozlu_ev,5,1.00,880.18,575.40,1229.40,35.35,33.76,695.01,9.08,9.08,8.18,0.85,0,6.64,7.55,4.04,1.79,0.23,1.00,0
P3_iyi_acgozlu_ev,6,1.00,956.56,633.70,1299.00,40.27,38.38,511.60,9.09,9.09,7.99,1.03,0,6.55,5.40,4.13,1.01,0.24,1,0
P3_iyi_acgozlu_ev,7,1.00,1068.48,706.00,1475.10,45.28,42.68,606.39,9.16,9.16,7.85,1.22,0,6.56,6.25,4.16,1.15,0.23,1,0
P3_iyi_acgozlu_ev,8,1.00,503.12,94.90,1208.00,50.52,46.60,638.91,10,10,8.42,1.52,0,7.10,6.16,4.46,1.14,0.23,1,655.30
P3_iyi_acgozlu_ev,9,1.00,1493.73,979.50,2034.70,55.93,51.63,1183.77,10.26,10.24,7.96,2.19,0.02,13.56,10.91,3.21,2.06,0.16,0.94,0
P3_iyi_acgozlu_ev,10,1.00,2031.01,1353.30,2827.00,61.72,56.99,1411.68,10.32,10.31,8.22,2.00,0.00,13.90,12.15,3.15,2.32,0.15,0.97,0
P3_iyi_acgozlu_ev,11,1.00,3062.97,1909.10,4317.70,67.94,62.51,1732.26,11.26,11.25,8.80,2.38,0.01,14.88,13.02,3.46,2.49,0.16,0.95,0
P3_iyi_acgozlu_ev,12,1.00,3126.01,1058.00,4824.20,74.34,68.32,1850.63,11,11,8.67,2.25,0,14.58,12.53,3.22,2.31,0.15,1,1266.74
P3_iyi_acgozlu_ev,13,1.00,5461.83,3240.50,7552.50,81.32,75.03,2553.88,12.33,12.30,9.70,2.51,0.03,16.58,15.52,3.51,2.15,0.14,0.93,0
P3_iyi_acgozlu_ev,14,1.00,7994.85,5364.30,10346.30,88.13,81.46,2614.71,12.09,12.09,9.42,2.61,0,16.35,15.00,3.50,2.05,0.15,0.99,0
P3_iyi_acgozlu_ev,15,1.00,10675.69,7920.00,13106.10,94.55,87.86,2683.82,12.26,12.26,9.51,2.66,0.00,16.69,14.75,3.62,1.91,0.14,0.97,0
P3_iyi_acgozlu_ev,16,1.00,12303.92,9468.50,15085.20,98.71,95.06,2909.61,13,13,10.15,2.78,0,17.61,15.73,3.64,2.17,0.14,1,1278.20
P3_iyi_acgozlu_noev,1,1.00,600.95,480.00,785.00,16.19,15.60,200.40,8,8,7.70,0.25,0,7.54,2.60,3.11,0.42,0.22,1,0
P3_iyi_acgozlu_noev,2,1.00,725.19,513.90,952.00,20.82,19.88,452.40,8,8,7.80,0.13,0,7.62,5.66,2.94,1.27,0.20,1.00,0
P3_iyi_acgozlu_noev,3,1.00,900.91,625.70,1151.70,25.58,24.60,573.78,8,8,7.82,0.10,0,7.65,6.94,3.02,1.82,0.20,1,0
P3_iyi_acgozlu_noev,4,1.00,184.83,64.00,285.40,30.35,29.20,639,8,8,7.84,0.08,0,7.60,7.52,3.02,1.97,0.19,1,975.98
P3_iyi_acgozlu_noev,5,1.00,794.38,500.60,1092.10,35.34,33.84,618.38,9,9,8.15,0.79,0,6.60,6.97,3.94,1.65,0.23,1,0
P3_iyi_acgozlu_noev,6,1.00,937.03,629.20,1248.30,40.11,37.99,508.28,9,9,7.84,1.10,0,6.52,5.56,4.01,1.14,0.23,1,0
P3_iyi_acgozlu_noev,7,1.00,1066.37,712.40,1419.80,45.01,42.52,578.01,9,9,7.73,1.17,0,6.43,6.08,4.04,1.17,0.23,1,0
P3_iyi_acgozlu_noev,8,1.00,487.61,120.70,1155.70,50.28,46.72,603.56,10,10,8.54,1.38,0,7.19,5.95,4.45,1.05,0.23,1,623.02
P3_iyi_acgozlu_noev,9,1.00,1476.83,968.70,1943.10,55.55,51.67,1190.75,10,10,7.91,2.02,0,13.30,11.03,3.05,2.02,0.16,1,0
P3_iyi_acgozlu_noev,10,1.00,1941.38,1307.60,2586.20,60.95,56.12,1322.38,10,10,7.91,2,0,13.50,11.60,2.98,2.14,0.15,1,0
P3_iyi_acgozlu_noev,11,1.00,2800.19,1755.70,3980.40,66.97,61.84,1610.83,11,11,8.69,2.23,0,14.46,12.61,3.32,2.38,0.15,1,0
P3_iyi_acgozlu_noev,12,1.00,2749.56,1101.20,4740.70,73.46,68.00,1843.51,11,11,8.77,2.17,0,14.87,12.96,3.26,2.40,0.14,1,1250.39
P3_iyi_acgozlu_noev,13,1.00,4967.05,3024.00,7436.00,80.17,74.85,2445.34,12,12,9.31,2.61,0,15.97,15.28,3.34,2.12,0.14,1,0
P3_iyi_acgozlu_noev,14,1.00,7297.74,4807.90,9999.80,86.96,81.27,2491.96,12,12,9.36,2.56,0,16.32,14.69,3.39,1.93,0.15,1,0
P3_iyi_acgozlu_noev,15,1.00,9870.55,7082.80,12587.70,93.51,87.60,2589.09,12,12,9.27,2.66,0,16.04,14.42,3.49,1.95,0.14,1,0
P3_iyi_acgozlu_noev,16,1.00,11555.86,8708.40,14585.00,98.44,94.72,2949.99,13,13,10.26,2.67,0,17.77,15.97,3.55,2.28,0.14,1,1256.53
P3_iyi_mantikli_ev,1,1.00,925.80,795.00,1105.50,16.32,15.80,209.95,8,8,7.85,0.07,0,7.73,2.71,3.10,0.43,0.22,1,0
P3_iyi_mantikli_ev,2,1.00,1082.47,889.70,1295.10,20.83,20.00,477.83,8,8,7.70,0.24,0,7.53,5.97,2.92,1.41,0.20,1.00,0
P3_iyi_mantikli_ev,3,1.00,1197.05,979.50,1417.10,25.51,24.60,554.48,8,8,7.77,0.14,0,7.58,6.71,2.87,1.70,0.19,1,0
P3_iyi_mantikli_ev,4,1.00,524.52,215.70,818.10,30.10,28.88,844.05,8,8,7.79,0.15,0,7.46,9.93,2.74,2.28,0.17,1,1131.57
P3_iyi_mantikli_ev,5,1.00,1159.73,848.70,1486.50,34.83,33.08,627.54,9.08,9.08,7.91,1.10,0,6.61,6.84,3.75,1.33,0.23,1,0
P3_iyi_mantikli_ev,6,1.00,1419.32,1120.10,1722.40,39.32,37.23,543.43,9.09,9.09,7.68,1.34,0,6.58,5.79,3.80,0.98,0.23,1,0
P3_iyi_mantikli_ev,7,1.00,1445.21,1133.70,1766.10,44.22,41.40,563.43,9.16,9.16,7.75,1.35,0,6.64,5.85,3.93,1.07,0.23,0.99,0
P3_iyi_mantikli_ev,8,1.00,322.84,93.90,664.50,49.38,45.84,656.46,10,10,8.38,1.55,0,7.11,6.37,4.14,1.03,0.23,1,1232.83
P3_iyi_mantikli_ev,9,1.00,1464.95,924.80,2001.60,53.95,49.95,1133.12,10.26,10.23,7.77,2.40,0.03,13.46,10.18,3.19,1.92,0.17,0.92,0
P3_iyi_mantikli_ev,10,1.00,2333.21,1739.50,2914.80,58.84,54.08,1353.95,10.32,10.29,8.13,2.06,0.03,13.59,11.74,3.04,2.38,0.15,0.94,0
P3_iyi_mantikli_ev,11,1.00,3155.43,2166.00,4077.20,63.99,58.63,1584.22,11.26,11.23,8.63,2.55,0.03,14.87,12.62,3.39,2.53,0.16,0.94,0
P3_iyi_mantikli_ev,12,1.00,2391.42,976.30,3792.30,69.96,63.96,1769.36,11,11,8.69,2.24,0,14.60,13.06,3.05,2.52,0.15,1,1496.10
P3_iyi_mantikli_ev,13,1.00,4557.86,2788.20,6338.40,76.41,69.16,2517.38,12.33,12.30,9.50,2.67,0.03,16.50,15.70,3.48,2.24,0.14,0.95,0
P3_iyi_mantikli_ev,14,1.00,6689.91,4500.90,8799.10,83.04,75.48,2452.47,12.09,12.08,9.30,2.72,0.01,16.12,14.52,3.54,1.91,0.15,0.99,0
P3_iyi_mantikli_ev,15,1.00,9074.21,6604.20,11525.50,89.74,82.23,2559.28,12.26,12.26,9.43,2.74,0.00,16.31,14.56,3.72,1.96,0.14,0.99,0
P3_iyi_mantikli_ev,16,1.00,10717.41,7862.00,13361.80,95.94,89.64,2897.44,13,13,10.14,2.76,0,17.51,15.96,3.63,2.21,0.14,1,1234.90
P3_iyi_mantikli_noev,1,1.00,924.37,795.00,1105.00,16.30,15.80,208.83,8,8,7.84,0.08,0,7.69,2.69,3.09,0.47,0.22,1,0
P3_iyi_mantikli_noev,2,1.00,1083.90,868.10,1291.00,20.87,20.04,481.03,8,8,7.71,0.24,0,7.54,6.01,2.90,1.51,0.20,1,0
P3_iyi_mantikli_noev,3,1.00,1202.36,985.90,1430.00,25.49,24.64,551.63,8,8,7.75,0.17,0,7.56,6.67,2.86,1.77,0.19,1,0
P3_iyi_mantikli_noev,4,1.00,519.70,220.90,823.00,30.08,29.00,834.98,8,8,7.80,0.13,0,7.44,9.82,2.75,2.23,0.17,1,1133.71
P3_iyi_mantikli_noev,5,1.00,1114.92,813.70,1391.50,34.72,32.92,592.63,9,9,7.79,1.15,0,6.54,6.69,3.65,1.33,0.23,1,0
P3_iyi_mantikli_noev,6,1.00,1366.32,1053.50,1702.20,39.11,36.68,525.65,9,9,7.57,1.36,0,6.53,5.80,3.73,0.94,0.23,1,0
P3_iyi_mantikli_noev,7,1.00,1417.90,1114.90,1704.30,43.93,41.16,530.73,9,9,7.67,1.26,0,6.51,5.63,3.79,1.01,0.23,1,0
P3_iyi_mantikli_noev,8,1.00,291.53,104.50,528.40,49.18,45.76,660.71,10,10,8.43,1.49,0,7.20,6.60,4.14,1.02,0.23,1,1259.78
P3_iyi_mantikli_noev,9,1.00,1397.85,931.50,1887.10,53.76,49.68,1096.47,10,10,7.74,2.18,0,13.11,9.95,3.05,1.90,0.16,1,0
P3_iyi_mantikli_noev,10,1.00,2239.32,1715.40,2804.20,58.40,53.44,1308.99,10,10,7.87,2.04,0,13.13,11.56,2.83,2.23,0.15,1,0
P3_iyi_mantikli_noev,11,1.00,2996.08,2115.80,3851.50,63.47,57.98,1526.52,11,11,8.69,2.23,0,14.65,12.35,3.17,2.53,0.15,1,0
P3_iyi_mantikli_noev,12,1.00,2133.99,857.40,3489.90,69.39,63.36,1745.43,11,11,8.74,2.18,0,14.77,13.08,3.07,2.59,0.14,1,1520.76
P3_iyi_mantikli_noev,13,1.00,4068.26,2725.30,5649.20,75.77,69.02,2331.46,12,12,9.42,2.51,0,16.10,14.83,3.38,1.96,0.14,1,0
P3_iyi_mantikli_noev,14,1.00,6113.06,4125.80,7962.30,82.47,75.56,2431.93,12,12,9.41,2.51,0,16.20,14.74,3.41,1.97,0.14,1,0
P3_iyi_mantikli_noev,15,1.00,8472.10,5997.70,10828.30,89.28,82.30,2561.74,12,12,9.39,2.56,0,16.23,14.68,3.45,1.94,0.14,1,0
P3_iyi_mantikli_noev,16,1.00,10013.19,7320.70,12640.00,95.55,89.24,2822.51,13,13,10.02,2.86,0,17.52,15.47,3.68,2.06,0.15,1,1247
P4_zayif_hic_ev,1,1.00,936.97,849.00,1050.00,14.93,14.20,82.77,8,7.98,6.78,0.59,0.02,5.31,0.89,1.54,0.03,0.33,0.62,0
P4_zayif_hic_ev,2,1.00,1218.86,1000.00,1460.00,17.50,16.44,308.30,8,7.97,6.32,0.88,0.03,4.85,3.21,1.41,0.23,0.30,0.63,0
P4_zayif_hic_ev,3,1.00,1537.30,1243.50,1827.20,20.18,18.84,342.93,8,7.96,6.52,0.81,0.04,4.91,3.50,1.33,0.30,0.28,0.64,0
P4_zayif_hic_ev,4,1.00,352.90,94.90,600.50,22.74,21.16,413.67,8,7.99,6.45,0.96,0.01,4.64,4.21,1.35,0.37,0.27,0.86,1565.49
P4_zayif_hic_ev,5,1.00,727.53,425.50,1059.30,25.39,23.55,383.21,9.08,9.02,6.76,1.64,0.06,4.48,3.66,1.98,0.30,0.36,0.37,0
P4_zayif_hic_ev,6,1.00,1059.43,682.50,1435.30,28.11,25.82,335.54,9.09,9.08,6.83,1.71,0.01,4.53,3.15,1.99,0.26,0.36,0.62,0
P4_zayif_hic_ev,7,1.00,1372.44,904.00,1835.10,30.60,28.08,316.51,9.16,9.12,6.62,1.91,0.04,4.44,3.00,1.95,0.20,0.36,0.78,0
P4_zayif_hic_ev,8,1.00,409.11,148.50,1069.20,33.49,30.52,331.72,10,9.99,7.44,1.99,0.01,5.14,3.13,2.19,0.25,0.37,0.61,1266.82
P4_zayif_hic_ev,9,0.90,605.26,333.60,903.40,35.28,32.07,344.72,10.21,9.97,6.42,2.98,0.25,7.72,3.25,1.55,0.19,0.25,0.59,0
P4_zayif_hic_ev,10,0.90,1035.22,622.00,1470.60,37.15,33.39,456.88,10.35,10.14,6.67,2.86,0.21,8.07,4.24,1.42,0.30,0.21,0.69,0
P4_zayif_hic_ev,11,0.90,1555.92,1040.00,2124.40,39.11,35.56,549.68,11.26,10.97,7.25,3.08,0.29,9.22,5.04,1.46,0.41,0.21,0.53,0
P4_zayif_hic_ev,12,0.90,1121.84,131.80,2186.80,41.30,37.36,608.86,11,11.00,7.46,2.97,0.00,9.09,5.50,1.42,0.44,0.20,0.84,998.81
P4_zayif_hic_ev,13,0.44,1072.59,682.60,1554.80,43.80,40.03,810.43,12.29,11.95,8,3.25,0.34,9.67,7.14,1.19,0.50,0.18,0.39,0
P4_zayif_hic_ev,14,0.44,1826.65,1355.20,2405.00,45.92,42.17,805.88,12.01,11.92,8.06,3.28,0.09,10.05,6.99,1.29,0.44,0.18,0.63,0
P4_zayif_hic_ev,15,0.44,2545.60,1908.60,3214.80,47.82,43.92,770.98,12.17,12.05,7.97,3.49,0.12,10.22,6.67,1.24,0.38,0.18,0.77,0
P4_zayif_hic_ev,16,0.44,894.96,207.60,2307.80,50.00,46.06,862.26,13,12.99,8.41,3.98,0.01,10.92,7.42,1.56,0.45,0.18,0.72,2458.61
P4_zayif_hic_noev,1,1.00,930.93,854.00,1050.00,14.88,14.16,77.50,8,7.97,6.69,0.61,0.03,5.27,0.83,1.54,0.04,0.33,0.64,0
P4_zayif_hic_noev,2,1.00,1212.23,989.50,1427.50,17.51,16.40,309.62,8,7.97,6.46,0.80,0.03,4.92,3.22,1.35,0.22,0.29,0.61,0
P4_zayif_hic_noev,3,1.00,1524.03,1194.00,1827.20,20.20,18.88,338.75,8,7.96,6.57,0.81,0.04,4.97,3.46,1.34,0.28,0.28,0.63,0
P4_zayif_hic_noev,4,1.00,353.77,96.70,597.20,22.79,21.32,413.71,8,7.99,6.45,1.00,0.01,4.72,4.21,1.38,0.40,0.27,0.86,1550.40
P4_zayif_hic_noev,5,1.00,696.10,389.00,1014.00,25.36,23.40,371.75,9,8.97,6.64,1.74,0.03,4.33,3.69,1.93,0.32,0.36,0.33,0
P4_zayif_hic_noev,6,1.00,985.84,608.90,1361.30,28.04,26.04,312.71,9,9,6.78,1.77,0,4.46,3.04,1.93,0.24,0.36,0.72,0
P4_zayif_hic_noev,7,1.00,1280.76,857.20,1673.10,30.61,28.12,312.24,9,9,6.66,1.84,0,4.46,3.01,1.86,0.24,0.35,0.92,0
P4_zayif_hic_noev,8,1.00,454.80,155.20,1402.30,33.47,30.64,317.79,10,10,7.42,2.02,0,5.16,3.00,2.19,0.25,0.38,0.59,1118.25
P4_zayif_hic_noev,9,0.85,608.24,336.40,876.80,35.48,32.14,360.29,10,10.00,6.51,2.96,0.00,7.84,3.35,1.53,0.24,0.24,0.71,0
P4_zayif_hic_noev,10,0.85,1072.08,685.40,1452.20,37.28,33.84,501.39,10,10.00,6.54,2.87,0.00,8.03,4.63,1.31,0.40,0.20,0.85,0
P4_zayif_hic_noev,11,0.85,1589.93,1078.00,2108.00,39.52,35.92,554.62,11,10.99,7.45,2.93,0.01,9.47,5.06,1.45,0.42,0.21,0.60,0
P4_zayif_hic_noev,12,0.85,1217.38,180.60,2228.80,41.72,37.68,604.53,11,11.00,7.58,2.82,0.00,9.24,5.44,1.31,0.47,0.20,0.85,929.14
P4_zayif_hic_noev,13,0.37,1087.74,737.90,1505.00,44.78,40.62,813.42,12,11.96,8.08,3.26,0.04,9.83,7.20,1.29,0.54,0.18,0.46,0
P4_zayif_hic_noev,14,0.37,1885.60,1300.30,2525.20,47.00,42.58,849.49,12,11.99,8.01,3.41,0.01,10.11,7.42,1.46,0.50,0.18,0.72,0
